symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
2409   ,友達         ,20000908,   62.00,   62.00,   62.00,   62.00,       38,        2356,   6.8966,   0.0035,       68200,   6.6691
2409   ,友達         ,20000911,   66.00,   66.00,   66.00,   66.00,      166,       10956,   6.4516,   0.0151,       72600,   6.2520
2409   ,友達         ,20000913,   70.50,   70.50,   70.50,   70.50,     2965,      209032,   6.8182,   0.2695,       77550,   6.5958
2409   ,友達         ,20000914,   75.00,   75.00,   68.00,   68.50,    18240,     1327573,  -2.8369,   1.6582,       75350,  -2.8779
2409   ,友達         ,20000915,   68.50,   71.00,   67.50,   67.50,     8037,      559279,  -1.4599,   0.7306,       74250,  -1.4706
2409   ,友達         ,20000916,   66.50,   67.50,   65.00,   67.00,     4847,      321371,  -0.7407,   0.4406,       73700,  -0.7435
2409   ,友達         ,20000918,   67.00,   69.00,   66.50,   68.50,     3834,      259988,   2.2388,   0.3485,       75350,   2.2141
2409   ,友達         ,20000919,   69.00,   69.50,   66.00,   66.50,     3983,      270490,  -2.9197,   0.3621,       73150,  -2.9632
2409   ,友達         ,20000920,   68.00,   68.00,   66.00,   66.50,     4057,      270296,   0.0000,   0.3688,       73150,   0.0000
2409   ,友達         ,20000921,   67.50,   68.50,   65.50,   67.50,     4105,      275974,   1.5038,   0.3732,       74250,   1.4926
2409   ,友達         ,20000922,   64.00,   65.00,   63.00,   63.00,     4355,      278099,  -6.6667,   0.3959,       69300,  -6.8993
2409   ,友達         ,20000925,   63.50,   64.00,   59.00,   59.00,     2446,      150440,  -6.3492,   0.2224,       64900,  -6.5597
2409   ,友達         ,20000926,   56.00,   57.00,   55.00,   55.00,     1520,       84069,  -6.7797,   0.1382,       60500,  -7.0204
2409   ,友達         ,20000927,   52.50,   55.00,   52.00,   52.50,     4527,      242372,  -4.5455,   0.4115,       57750,  -4.6520
2409   ,友達         ,20000928,   52.50,   54.00,   52.50,   53.00,     2466,      131285,   0.9524,   0.2242,       58300,   0.9479
2409   ,友達         ,20000929,   53.00,   53.50,   49.30,   49.50,     2005,      102640,  -6.6038,   0.1823,       54450,  -6.8319
2409   ,友達         ,20000930,   46.20,   47.70,   46.10,   46.30,     3263,      151328,  -6.4646,   0.2966,       50930,  -6.6831
2409   ,友達         ,20001002,   45.00,   46.30,   45.00,   45.10,     1456,       66306,  -2.5918,   0.1324,       49610,  -2.6260
2409   ,友達         ,20001003,   44.50,   47.80,   44.10,   47.50,     2367,      109051,   5.3215,   0.2152,       52250,   5.1847
2409   ,友達         ,20001004,   45.90,   45.90,   45.90,   45.90,      130,        6008,  -3.3684,   0.0118,       50490,  -3.4265
2409   ,友達         ,20001005,   44.30,   44.50,   44.30,   44.30,     2373,      105164,  -3.4858,   0.2157,       48730,  -3.5480
2409   ,友達         ,20001006,   43.30,   47.40,   43.30,   47.40,     3307,      150796,   6.9977,   0.3006,       52140,   6.7638
2409   ,友達         ,20001007,   47.40,   47.40,   45.80,   45.80,     1228,       56706,  -3.3755,   0.1116,       50380,  -3.4338
2409   ,友達         ,20001009,   44.20,   44.20,   44.20,   44.20,      227,       10033,  -3.4934,   0.0206,       48620,  -3.5559
2409   ,友達         ,20001011,   42.70,   42.70,   42.70,   42.70,       82,        3518,  -3.3937,   0.0075,       46970,  -3.4526
2409   ,友達         ,20001012,   39.80,   39.80,   39.80,   39.80,      166,        6611,  -6.7916,   0.0151,       43780,  -7.0332
2409   ,友達         ,20001013,   37.10,   37.50,   37.10,   37.50,     2438,       90490,  -5.7789,   0.2216,       41250,  -5.9526
2409   ,友達         ,20001016,   38.50,   39.40,   34.90,   34.90,     1702,       62739,  -6.9333,   0.1547,       38390,  -7.1854
2409   ,友達         ,20001017,   32.50,   32.50,   32.50,   32.50,     1021,       33184,  -6.8768,   0.0928,       35750,  -7.1247
2409   ,友達         ,20001018,   30.30,   30.30,   30.30,   30.30,      847,       25667,  -6.7692,   0.0770,       33330,  -7.0092
2409   ,友達         ,20001019,   28.20,   28.20,   28.20,   28.20,      845,       23839,  -6.9307,   0.0768,       31020,  -7.1826
2409   ,友達         ,20001020,   27.40,   30.00,   27.30,   30.00,     5366,      153112,   6.3830,   0.4878,       33000,   6.1875
