symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
2610   ,地         ,20000104,   22.40,   22.40,   21.50,   21.90,     4415,       96420,   4.2857,   0.2177,       44423,   4.1964
2610   ,地         ,20000105,   21.50,   21.70,   21.10,   21.10,     1957,       41497,  -3.6530,   0.0965,       42800,  -3.7214
2610   ,地         ,20000106,   21.10,   21.70,   21.10,   21.40,     2550,       54579,   1.4218,   0.1257,       43408,   1.4118
2610   ,地         ,20000107,   21.40,   22.00,   21.40,   21.70,     2489,       53933,   1.4019,   0.1227,       44017,   1.3921
2610   ,地         ,20000110,   21.70,   21.90,   21.50,   21.70,     2206,       47613,   0.0000,   0.1088,       44017,   0.0000
2610   ,地         ,20000111,   21.90,   22.20,   21.50,   21.70,     2462,       53552,   0.0000,   0.1214,       44017,   0.0000
2610   ,地         ,20000112,   21.60,   21.70,   21.20,   21.30,     1709,       36554,  -1.8433,   0.0843,       43205,  -1.8605
2610   ,地         ,20000113,   21.20,   21.90,   21.10,   21.40,     1891,       40363,   0.4695,   0.0932,       43408,   0.4684
2610   ,地         ,20000114,   21.50,   21.90,   21.30,   21.30,     1445,       31071,  -0.4673,   0.0712,       43205,  -0.4684
2610   ,地         ,20000115,   21.30,   21.70,   21.30,   21.30,     1341,       28703,   0.0000,   0.0661,       43205,   0.0000
2610   ,地         ,20000117,   21.40,   21.50,   21.30,   21.50,     2108,       45138,   0.9390,   0.1039,       43611,   0.9346
2610   ,地         ,20000118,   21.80,   21.80,   21.30,   21.30,     1829,       39338,  -0.9302,   0.0902,       43205,  -0.9346
2610   ,地         ,20000119,   21.30,   21.70,   21.30,   21.60,     2017,       43410,   1.4085,   0.0994,       43814,   1.3986
2610   ,地         ,20000120,   21.80,   22.30,   21.60,   21.60,     5403,      118851,   0.0000,   0.2664,       43814,   0.0000
2610   ,地         ,20000121,   21.90,   22.00,   21.50,   21.50,     2677,       58226,  -0.4630,   0.1320,       43611,  -0.4640
2610   ,地         ,20000124,   21.60,   22.10,   21.60,   21.90,     4022,       87872,   1.8605,   0.1983,       44423,   1.8434
2610   ,地         ,20000125,   22.00,   22.00,   21.60,   21.60,     1573,       34246,  -1.3699,   0.0775,       43814,  -1.3793
2610   ,地         ,20000126,   22.20,   22.40,   22.10,   22.20,     3807,       84706,   2.7778,   0.1877,       45031,   2.7399
2610   ,地         ,20000127,   22.40,   22.90,   22.30,   22.70,     6128,      138482,   2.2523,   0.3021,       46045,   2.2273
2610   ,地         ,20000128,   22.80,   23.50,   22.70,   23.10,     6981,      160932,   1.7621,   0.3442,       46857,   1.7468
2610   ,地         ,20000129,   23.20,   23.80,   23.10,   23.30,     7277,      170402,   0.8658,   0.3587,       47262,   0.8621
2610   ,地         ,20000131,   23.30,   23.60,   22.80,   22.90,     2757,       63832,  -1.7167,   0.1359,       46451,  -1.7316
2610   ,地         ,20000201,   23.00,   23.20,   22.80,   23.20,     2731,       62675,   1.3100,   0.1346,       47059,   1.3015
2610   ,地         ,20000209,   23.40,   23.50,   22.80,   23.00,     2037,       47112,  -0.8621,   0.1004,       46654,  -0.8658
2610   ,地         ,20000210,   22.90,   24.00,   22.90,   23.40,     7141,      168362,   1.7391,   0.3520,       47465,   1.7242
2610   ,地         ,20000211,   23.50,   23.70,   23.00,   23.10,     2747,       63825,  -1.2821,   0.1354,       46857,  -1.2903
2610   ,地         ,20000214,   24.20,   24.30,   23.60,   23.70,     7480,      179457,   2.5974,   0.3688,       48074,   2.5642
2610   ,地         ,20000215,   23.80,   23.80,   23.00,   23.20,     2797,       65198,  -2.1097,   0.1379,       47059,  -2.1323
2610   ,地         ,20000216,   23.10,   23.50,   23.10,   23.50,     2178,       50782,   1.2931,   0.1074,       47668,   1.2848
2610   ,地         ,20000217,   23.50,   24.00,   23.30,   23.80,     7173,      169561,   1.2766,   0.3536,       48277,   1.2685
2610   ,地         ,20000218,   24.00,   24.80,   23.70,   23.80,     9169,      222214,   0.0000,   0.4520,       48277,   0.0000
2610   ,地         ,20000219,   23.50,   23.70,   23.30,   23.50,     3144,       73817,  -1.2605,   0.1550,       47668,  -1.2685
2610   ,地         ,20000221,   23.50,   24.00,   23.20,   23.40,     5140,      121473,  -0.4255,   0.2528,       47582,  -0.4264
2610   ,地         ,20000222,   24.10,   25.00,   23.50,   24.60,    24240,      594101,   5.1282,   1.1921,       50022,   5.0010
2610   ,地         ,20000223,   24.80,   24.80,   23.80,   24.20,     6897,      166696,  -1.6260,   0.3392,       49208,  -1.6394
2610   ,地         ,20000224,   24.20,   24.40,   23.40,   23.40,     4320,      102750,  -3.3058,   0.2124,       47582,  -3.3617
2610   ,地         ,20000225,   23.40,   23.40,   22.60,   22.60,     3244,       73930,  -3.4188,   0.1595,       45955,  -3.4786
2610   ,地         ,20000229,   23.00,   23.10,   22.20,   22.20,     2695,       60841,  -1.7699,   0.1325,       45141,  -1.7858
2610   ,地         ,20000301,   22.60,   22.70,   22.30,   22.70,     2354,       52973,   2.2523,   0.1158,       46158,   2.2273
2610   ,地         ,20000302,   22.80,   22.80,   22.00,   22.00,     2450,       54557,  -3.0837,   0.1205,       44735,  -3.1322
2610   ,地         ,20000303,   22.00,   22.30,   22.00,   22.10,     1585,       35059,   0.4545,   0.0779,       44938,   0.4535
2610   ,地         ,20000304,   22.60,   22.60,   21.80,   21.80,     1507,       33378,  -1.3575,   0.0741,       44328,  -1.3668
2610   ,地         ,20000306,   21.80,   21.80,   21.30,   21.30,     1179,       25353,  -2.2936,   0.0580,       43311,  -2.3203
2610   ,地         ,20000307,   21.30,   21.60,   21.30,   21.30,     1058,       22669,   0.0000,   0.0520,       43311,   0.0000
2610   ,地         ,20000308,   21.30,   21.50,   21.30,   21.40,      886,       18947,   0.4695,   0.0436,       43515,   0.4684
2610   ,地         ,20000309,   21.50,   22.10,   21.50,   21.70,     1646,       35890,   1.4019,   0.0809,       44125,   1.3921
2610   ,地         ,20000310,   22.00,   22.10,   21.40,   21.40,     1345,       29038,  -1.3825,   0.0661,       43515,  -1.3921
2610   ,地         ,20000313,   20.00,   21.00,   20.00,   20.00,     2083,       41788,  -6.5421,   0.1024,       40668,  -6.7659
2610   ,地         ,20000314,   20.10,   20.30,   19.60,   20.10,     2276,       45604,   0.5000,   0.1119,       40871,   0.4988
2610   ,地         ,20000315,   20.10,   20.10,   19.50,   19.60,     2209,       43809,  -2.4876,   0.1086,       39855,  -2.5190
2610   ,地         ,20000316,   18.70,   19.50,   18.70,   19.20,     2238,       42692,  -2.0408,   0.1101,       39041,  -2.0619
2610   ,地         ,20000317,   19.30,   19.70,   19.10,   19.70,     1731,       33719,   2.6042,   0.0851,       40058,   2.5708
2610   ,地         ,20000320,   19.10,   19.10,   19.10,   19.10,      527,       10076,  -3.0457,   0.0259,       38838,  -3.0930
2610   ,地         ,20000321,   18.50,   19.90,   18.50,   19.90,     5449,      104630,   4.1885,   0.2680,       40465,   4.1031
2610   ,地         ,20000322,   19.90,   21.10,   19.50,   21.00,     7422,      150823,   5.5276,   0.3650,       42701,   5.3803
2610   ,地         ,20000323,   21.00,   21.30,   20.50,   20.90,     4930,      103259,  -0.4762,   0.2424,       42498,  -0.4773
2610   ,地         ,20000324,   20.80,   20.80,   20.20,   20.20,     2482,       50489,  -3.3493,   0.1221,       41075,  -3.4067
2610   ,地         ,20000327,   20.00,   20.10,   19.50,   19.70,     2833,       56132,  -2.4752,   0.1393,       40058,  -2.5064
2610   ,地         ,20000328,   19.70,   20.20,   19.70,   19.80,     1756,       34947,   0.5076,   0.0864,       40261,   0.5063
2610   ,地         ,20000329,   20.00,   20.10,   19.50,   19.60,     1832,       36342,  -1.0101,   0.0901,       39855,  -1.0152
2610   ,地         ,20000330,   20.00,   20.30,   19.50,   19.70,     3143,       62529,   0.5102,   0.1546,       40058,   0.5089
2610   ,地         ,20000331,   19.70,   19.80,   19.50,   19.60,     1963,       38520,  -0.5076,   0.0965,       39855,  -0.5089
2610   ,地         ,20000401,   19.60,   19.80,   19.50,   19.60,     1000,       19590,   0.0000,   0.0492,       39855,   0.0000
2610   ,地         ,20000405,   19.50,   20.00,   19.50,   20.00,     3632,       71465,   2.0408,   0.1786,       40668,   2.0203
2610   ,地         ,20000406,   20.00,   20.50,   19.80,   20.00,     4942,       99518,   0.0000,   0.2430,       40668,   0.0000
2610   ,地         ,20000407,   20.20,   21.00,   20.20,   20.80,    13260,      273377,   4.0000,   0.6521,       42295,   3.9221
2610   ,地         ,20000408,   21.00,   21.20,   20.20,   20.30,     3565,       73508,  -2.4038,   0.1753,       41278,  -2.4332
2610   ,地         ,20000410,   20.60,   20.60,   20.00,   20.20,     4044,       82290,  -0.4926,   0.1989,       41075,  -0.4938
2610   ,地         ,20000411,   20.30,   20.50,   20.20,   20.30,     3412,       69140,   0.4950,   0.1678,       41278,   0.4938
2610   ,地         ,20000412,   20.40,   20.50,   20.30,   20.40,     1727,       35226,   0.4926,   0.0849,       41481,   0.4914
2610   ,地         ,20000413,   20.50,   20.80,   20.30,   20.50,     2937,       60384,   0.4902,   0.1444,       41685,   0.4890
2610   ,地         ,20000414,   20.60,   20.80,   20.50,   20.50,     2617,       53905,   0.0000,   0.1287,       41685,   0.0000
2610   ,地         ,20000415,   19.90,   20.00,   19.20,   19.40,     1790,       35133,  -5.3659,   0.0880,       39448,  -5.5152
2610   ,地         ,20000417,   19.20,   20.30,   19.20,   20.30,     2282,       44666,   4.6392,   0.1122,       41278,   4.5348
2610   ,地         ,20000418,   20.60,   20.60,   20.10,   20.30,     4234,       86452,   0.0000,   0.2082,       41278,   0.0000
2610   ,地         ,20000419,   20.60,   20.60,   19.90,   19.90,     2762,       55708,  -1.9704,   0.1358,       40465,  -1.9901
2610   ,地         ,20000420,   19.80,   20.20,   19.80,   20.00,     1724,       34422,   0.5025,   0.0848,       40668,   0.5013
2610   ,地         ,20000421,   20.20,   20.50,   20.00,   20.10,     1963,       39777,   0.5000,   0.0965,       40871,   0.4988
2610   ,地         ,20000424,   20.30,   20.30,   19.50,   19.60,     1079,       21454,  -2.4876,   0.0531,       39855,  -2.5190
2610   ,地         ,20000425,   19.20,   19.60,   19.20,   19.30,      927,       17913,  -1.5306,   0.0456,       39245,  -1.5424
2610   ,地         ,20000426,   19.30,   19.60,   18.80,   18.80,     1594,       30705,  -2.5907,   0.0784,       38228,  -2.6248
2610   ,地         ,20000427,   19.00,   19.40,   18.90,   19.10,     1046,       19996,   1.5957,   0.0514,       38838,   1.5831
