symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
1402   ,环狥穝       ,20000104,   77.00,   80.00,   76.00,   79.50,    41007,     3220611,   6.0000,   1.4910,      218652,   5.8269
1402   ,环狥穝       ,20000105,   76.50,   78.50,   76.00,   78.00,    22000,     1696715,  -1.8868,   0.7999,      214526,  -1.9048
1402   ,环狥穝       ,20000106,   78.00,   82.50,   77.00,   77.00,    23119,     1857529,  -1.2821,   0.8406,      211776,  -1.2903
1402   ,环狥穝       ,20000107,   75.00,   76.00,   72.00,   73.50,    19195,     1405250,  -4.5455,   0.6979,      202150,  -4.6520
1402   ,环狥穝       ,20000110,   73.00,   74.00,   72.00,   73.50,    22052,     1613692,   0.0000,   0.8018,      202150,   0.0000
1402   ,环狥穝       ,20000111,   74.50,   75.00,   69.00,   70.00,    24192,     1750457,  -4.7619,   0.8796,      192523,  -4.8790
1402   ,环狥穝       ,20000112,   70.50,   73.50,   70.00,   71.50,    17582,     1266336,   2.1429,   0.6393,      196649,   2.1202
1402   ,环狥穝       ,20000113,   71.50,   72.50,   68.00,   68.50,    20725,     1434453,  -4.1958,   0.7535,      188398,  -4.2864
1402   ,环狥穝       ,20000114,   68.50,   70.50,   67.50,   69.50,    13431,      922206,   1.4599,   0.4883,      191148,   1.4493
1402   ,环狥穝       ,20000115,   71.00,   72.00,   70.50,   71.00,    10325,      734746,   2.1583,   0.3754,      195274,   2.1353
1402   ,环狥穝       ,20000117,   71.00,   72.50,   70.50,   71.00,    11443,      818949,   0.0000,   0.4161,      195274,   0.0000
1402   ,环狥穝       ,20000118,   71.50,   72.50,   70.50,   71.00,    12004,      857234,   0.0000,   0.4365,      195274,   0.0000
1402   ,环狥穝       ,20000119,   71.50,   75.50,   71.00,   73.50,    42991,     3194241,   3.5211,   1.5631,      202150,   3.4606
1402   ,环狥穝       ,20000120,   74.00,   78.00,   74.00,   76.00,    44001,     3334570,   3.4014,   1.5998,      209025,   3.3448
1402   ,环狥穝       ,20000121,   76.00,   77.50,   75.00,   76.00,    25584,     1955893,   0.0000,   0.9302,      209025,   0.0000
1402   ,环狥穝       ,20000124,   76.00,   77.00,   73.00,   73.00,    17340,     1297704,  -3.9474,   0.6305,      200774,  -4.0274
1402   ,环狥穝       ,20000125,   72.50,   75.50,   72.50,   74.50,    16701,     1238257,   2.0548,   0.6072,      204900,   2.0340
1402   ,环狥穝       ,20000126,   74.50,   75.50,   73.00,   73.00,    12147,      898935,  -2.0134,   0.4417,      200774,  -2.0340
1402   ,环狥穝       ,20000127,   73.50,   73.50,   71.00,   71.00,    16648,     1192945,  -2.7397,   0.6053,      195274,  -2.7780
1402   ,环狥穝       ,20000128,   70.00,   71.00,   69.00,   70.00,    11518,      807530,  -1.4085,   0.4188,      192523,  -1.4185
1402   ,环狥穝       ,20000129,   70.00,   72.50,   70.00,   71.50,    12169,      869691,   2.1429,   0.4425,      196649,   2.1202
1402   ,环狥穝       ,20000131,   72.00,   73.00,   71.00,   72.00,     8634,      621777,   0.6993,   0.3139,      198024,   0.6969
1402   ,环狥穝       ,20000201,   73.00,   75.00,   72.00,   74.00,    18233,     1344955,   2.7778,   0.6629,      203525,   2.7399
1402   ,环狥穝       ,20000209,   76.50,   76.50,   72.00,   73.00,    22287,     1639584,  -1.3514,   0.8103,      200774,  -1.3606
1402   ,环狥穝       ,20000210,   72.00,   73.00,   70.50,   72.00,    17823,     1274740,  -1.3699,   0.6480,      198024,  -1.3793
1402   ,环狥穝       ,20000211,   72.00,   73.50,   70.50,   70.50,    17645,     1270295,  -2.0833,   0.6416,      193899,  -2.1053
1402   ,环狥穝       ,20000214,   70.50,   73.00,   70.00,   71.50,    20881,     1498330,   1.4184,   0.7592,      196649,   1.4085
1402   ,环狥穝       ,20000215,   72.00,   75.00,   71.00,   74.50,    25994,     1915065,   4.1958,   0.9451,      204900,   4.1102
1402   ,环狥穝       ,20000216,   76.00,   79.50,   74.00,   79.50,    46438,     3551168,   6.7114,   1.6884,      218652,   6.4958
1402   ,环狥穝       ,20000217,   81.00,   85.00,   81.00,   83.00,    59370,     4979687,   4.4025,   2.1586,      228278,   4.3084
1402   ,环狥穝       ,20000218,   84.00,   85.00,   78.00,   78.00,    25784,     2089671,  -6.0241,   0.9375,      214526,  -6.2132
1402   ,环狥穝       ,20000219,   80.00,   81.50,   77.00,   78.00,    29168,     2314771,   0.0000,   1.0605,      214526,   0.0000
1402   ,环狥穝       ,20000221,   78.00,   79.00,   73.00,   73.00,    16885,     1272443,  -6.4103,   0.6139,      200774,  -6.6249
