symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
2323   ,中環         ,20000104,  148.50,  152.00,  146.00,  152.00,    43194,     6505127,   6.6667,   4.4298,      148211,   6.4539
2323   ,中環         ,20000105,  158.00,  162.00,  157.00,  162.00,    86226,    13861500,   6.5789,   8.8430,      157962,   6.3716
2323   ,中環         ,20000106,  170.00,  173.00,  164.00,  168.00,    88410,    14956240,   3.7037,   9.0670,      163813,   3.6368
2323   ,中環         ,20000107,  162.00,  171.00,  159.00,  170.00,    59559,     9825678,   1.1905,   6.1081,      165763,   1.1834
2323   ,中環         ,20000110,  178.00,  181.00,  175.00,  181.00,    33083,     5905880,   6.4706,   3.3929,      176489,   6.2699
2323   ,中環         ,20000111,  193.00,  193.00,  182.00,  184.00,    91949,    17243786,   1.6575,   9.4299,      179414,   1.6439
2323   ,中環         ,20000112,  185.00,  192.00,  180.00,  191.00,    69209,    12892945,   3.8043,   7.0978,      186239,   3.7338
2323   ,中環         ,20000113,  188.00,  189.00,  180.00,  181.00,    48259,     8886366,  -5.2356,   4.9492,      176489,  -5.3776
2323   ,中環         ,20000114,  182.00,  184.00,  172.00,  174.00,    44514,     7927771,  -3.8674,   4.5652,      169663,  -3.9442
2323   ,中環         ,20000115,  178.00,  184.00,  176.00,  183.00,    44106,     7969115,   5.1724,   4.5233,      178439,   5.0431
2323   ,中環         ,20000117,  185.00,  186.00,  180.00,  183.00,    29815,     5478772,   0.0000,   3.0577,      178439,   0.0000
2323   ,中環         ,20000118,  183.00,  183.00,  177.00,  178.00,    33687,     6031971,  -2.7322,   3.4548,      173563,  -2.7703
2323   ,中環         ,20000119,  176.00,  179.00,  172.00,  172.00,    31123,     5438986,  -3.3708,   3.1918,      167713,  -3.4289
2323   ,中環         ,20000120,  174.00,  177.00,  168.00,  177.00,    33579,     5805431,   2.9070,   3.4437,      172588,   2.8655
2323   ,中環         ,20000121,  177.00,  182.00,  176.00,  176.00,    46514,     8312609,  -0.5650,   4.7703,      171613,  -0.5666
2323   ,中環         ,20000124,  176.00,  178.00,  172.00,  172.00,    31105,     5408647,  -2.2727,   3.1900,      167713,  -2.2990
2323   ,中環         ,20000125,  166.00,  169.00,  166.00,  167.00,    36047,     6029357,  -2.9070,   3.6968,      162838,  -2.9501
2323   ,中環         ,20000126,  169.00,  171.00,  168.00,  169.00,    21422,     3620984,   1.1976,   2.1970,      164788,   1.1905
2323   ,中環         ,20000127,  168.00,  169.00,  162.00,  163.00,    23690,     3894091,  -3.5503,   2.4295,      158937,  -3.6149
2323   ,中環         ,20000128,  160.00,  166.00,  159.00,  164.00,    19820,     3224718,   0.6135,   2.0327,      159912,   0.6116
2323   ,中環         ,20000129,  162.00,  170.00,  161.00,  170.00,    17187,     2851487,   3.6585,   1.7626,      165763,   3.5932
2323   ,中環         ,20000131,  169.00,  169.00,  165.00,  166.00,    18354,     3062801,  -0.6734,   1.7396,      175142,  -0.6756
2323   ,中環         ,20000201,  167.00,  168.00,  164.00,  165.00,    18003,     2986655,  -0.6024,   1.7063,      174087,  -0.6042
2323   ,中環         ,20000209,  168.00,  169.00,  160.00,  160.00,    22829,     3803778,  -3.0303,   2.1637,      168812,  -3.0772
2323   ,中環         ,20000210,  161.00,  165.00,  159.00,  163.00,    18095,     2931799,   1.8750,   1.7150,      171977,   1.8576
2323   ,中環         ,20000211,  165.00,  166.00,  161.00,  162.00,    16383,     2690062,  -0.6135,   1.5528,      170922,  -0.6154
2323   ,中環         ,20000214,  162.00,  165.00,  160.00,  161.00,    15817,     2565154,  -0.6173,   1.4991,      169867,  -0.6192
2323   ,中環         ,20000215,  161.00,  164.00,  161.00,  163.00,    11833,     1928246,   1.2422,   1.1215,      171977,   1.2346
2323   ,中環         ,20000216,  167.00,  169.00,  167.00,  167.00,    29812,     5009061,   2.4540,   2.8256,      176198,   2.4244
2323   ,中環         ,20000217,  168.00,  173.00,  165.00,  169.00,    29518,     4991049,   1.1976,   2.7977,      178308,   1.1905
2323   ,中環         ,20000218,  172.00,  172.00,  165.00,  165.00,    17830,     2998329,  -2.3669,   1.6899,      174087,  -2.3953
2323   ,中環         ,20000219,  165.00,  167.00,  163.00,  164.00,    11086,     1818390,  -0.6061,   1.0507,      173032,  -0.6079
2323   ,中環         ,20000221,  164.00,  165.00,  155.00,  155.00,    18183,     2898078,  -5.4878,   1.7234,      163537,  -5.6441
2323   ,中環         ,20000222,  155.00,  162.00,  155.00,  161.00,    25593,     4053592,   3.8710,   2.4257,      169867,   3.7979
2323   ,中環         ,20000223,  163.00,  163.00,  159.00,  159.00,    13769,     2221900,  -1.2422,   1.3050,      167757,  -1.2500
2323   ,中環         ,20000224,  162.00,  163.00,  160.00,  160.00,     9143,     1472770,   0.6289,   0.8579,      170511,   0.6270
2323   ,中環         ,20000225,  162.00,  163.00,  158.00,  158.00,     8349,     1336986,  -1.2500,   0.7834,      168380,  -1.2579
2323   ,中環         ,20000229,  160.00,  161.00,  157.00,  157.00,     6860,     1088096,  -0.6329,   0.6437,      167314,  -0.6349
2323   ,中環         ,20000301,  159.00,  161.00,  158.00,  159.00,     6457,     1029350,   1.2739,   0.6059,      169446,   1.2658
2323   ,中環         ,20000302,  161.00,  164.00,  159.00,  161.00,    13506,     2183614,   1.2579,   1.2673,      171577,   1.2500
2323   ,中環         ,20000303,  163.00,  164.00,  160.00,  161.00,    10987,     1785152,   0.0000,   1.0310,      171577,   0.0000
2323   ,中環         ,20000304,  163.00,  166.00,  163.00,  163.00,    23382,     3845861,   1.2422,   2.1941,      173708,   1.2346
2323   ,中環         ,20000306,  164.00,  166.00,  162.00,  162.00,    13598,     2230188,  -0.6135,   1.2760,      172643,  -0.6154
2323   ,中環         ,20000307,  162.00,  166.00,  162.00,  164.00,    16731,     2729879,   1.2346,   1.5700,      174774,   1.2270
2323   ,中環         ,20000308,  166.00,  171.00,  166.00,  166.00,    34759,     5851120,   1.2195,   3.2616,      176906,   1.2121
2323   ,中環         ,20000309,  169.00,  175.00,  168.00,  174.00,    40245,     6893856,   4.8193,   3.7764,      185431,   4.7068
2323   ,中環         ,20000310,  176.00,  178.00,  169.00,  169.00,    42458,     7338050,  -2.8736,   3.9841,      180103,  -2.9157
2323   ,中環         ,20000313,  165.00,  165.00,  158.00,  158.00,    36679,     5856377,  -6.5089,   3.4418,      168380,  -6.7304
2323   ,中環         ,20000314,  159.00,  163.00,  157.00,  162.00,    22314,     3592832,   2.5316,   2.0938,      172643,   2.5001
2323   ,中環         ,20000315,  161.00,  166.00,  158.00,  158.00,    23997,     3887156,  -2.4691,   2.2518,      168380,  -2.5001
2323   ,中環         ,20000316,  147.00,  160.00,  147.00,  159.00,    27502,     4247673,   0.6329,   2.5807,      169446,   0.6309
2323   ,中環         ,20000317,  159.00,  162.00,  156.00,  162.00,    26455,     4212849,   1.8868,   2.4824,      172643,   1.8692
2323   ,中環         ,20000320,  157.00,  157.00,  157.00,  157.00,      885,      139065,  -3.0864,   0.0830,      167314,  -3.1351
2323   ,中環         ,20000321,  152.00,  167.00,  152.00,  167.00,    30338,     4935836,   6.3694,   2.8468,      177971,   6.1748
2323   ,中環         ,20000322,  166.00,  173.00,  162.00,  169.00,    38243,     6455252,   1.1976,   3.5885,      180103,   1.1905
2323   ,中環         ,20000323,  169.00,  175.00,  169.00,  172.00,    40020,     6938126,   1.7751,   3.7553,      183300,   1.7596
2323   ,中環         ,20000324,  173.00,  184.00,  170.00,  184.00,    63985,    11437538,   6.9767,   6.0040,      196088,   6.7441
2323   ,中環         ,20000327,  188.00,  196.00,  188.00,  196.00,    50066,     9626831,   6.5217,   4.6979,      208877,   6.3179
2323   ,中環         ,20000328,  200.00,  203.00,  192.00,  196.00,    90837,    17969319,   0.0000,   8.5237,      208877,   0.0000
2323   ,中環         ,20000329,  193.00,  198.00,  189.00,  192.00,    54155,    10425757,  -2.0408,   5.0816,      204614,  -2.0619
