symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
1326   ,台化         ,20000104,   40.00,   42.30,   40.00,   41.70,    51416,     2129438,   5.3030,   1.6083,      133312,   5.1672
1326   ,台化         ,20000105,   41.00,   43.50,   41.00,   41.90,    45823,     1939202,   0.4796,   1.4333,      133952,   0.4785
1326   ,台化         ,20000106,   42.30,   44.00,   42.10,   42.60,    54251,     2335029,   1.6706,   1.6970,      136190,   1.6568
1326   ,台化         ,20000107,   42.80,   43.30,   42.10,   42.30,    19715,      839568,  -0.7042,   0.6167,      135231,  -0.7067
1326   ,台化         ,20000110,   42.50,   43.90,   42.50,   43.50,    39090,     1694929,   2.8369,   1.2227,      139067,   2.7974
1326   ,台化         ,20000111,   44.30,   44.40,   40.90,   40.90,    41757,     1784689,  -5.9770,   1.3061,      130755,  -6.1631
1326   ,台化         ,20000112,   41.20,   41.80,   41.00,   41.40,    21957,      907737,   1.2225,   0.6868,      132353,   1.2151
1326   ,台化         ,20000113,   41.80,   42.20,   40.60,   40.70,    22762,      944224,  -1.6908,   0.7120,      130115,  -1.7053
1326   ,台化         ,20000114,   41.00,   41.20,   39.60,   39.80,    20157,      811924,  -2.2113,   0.6305,      127238,  -2.2361
1326   ,台化         ,20000115,   40.70,   41.00,   40.10,   40.40,    18585,      754082,   1.5075,   0.5813,      129156,   1.4963
1326   ,台化         ,20000117,   43.00,   43.20,   42.20,   43.20,    32573,     1397858,   6.9307,   1.0189,      138108,   6.7011
1326   ,台化         ,20000118,   43.80,   45.90,   43.30,   43.30,   113110,     5019468,   0.2315,   3.5381,      138428,   0.2312
1326   ,台化         ,20000119,   43.30,   43.90,   42.40,   42.40,    39669,     1714171,  -2.0785,   1.2408,      135550,  -2.1004
1326   ,台化         ,20000120,   42.80,   43.30,   42.30,   43.00,    22697,      971962,   1.4151,   0.7100,      137468,   1.4052
1326   ,台化         ,20000121,   43.20,   44.50,   43.20,   43.70,    42627,     1874673,   1.6279,   1.3334,      139706,   1.6148
1326   ,台化         ,20000124,   44.50,   45.20,   43.80,   44.80,    73774,     3294166,   2.5172,   2.3076,      143223,   2.4860
1326   ,台化         ,20000125,   44.80,   45.20,   43.70,   44.00,    44871,     1997993,  -1.7857,   1.4036,      140665,  -1.8019
1326   ,台化         ,20000126,   44.60,   45.00,   43.90,   44.00,    44246,     1970046,   0.0000,   1.3840,      140665,   0.0000
1326   ,台化         ,20000127,   44.10,   45.80,   43.90,   45.10,    65636,     2959248,   2.5000,   2.0531,      144182,   2.4693
1326   ,台化         ,20000128,   47.90,   48.20,   47.10,   48.20,    88215,     4235724,   6.8736,   2.7593,      154093,   6.6477
1326   ,台化         ,20000129,   48.20,   49.80,   47.20,   49.80,    70552,     3408075,   3.3195,   2.2069,      159208,   3.2656
1326   ,台化         ,20000131,   50.00,   50.50,   49.30,   49.80,    61235,     3052073,   0.0000,   1.9154,      159208,   0.0000
1326   ,台化         ,20000201,   50.00,   50.50,   48.60,   49.50,    46789,     2306899,  -0.6024,   1.4635,      158249,  -0.6042
1326   ,台化         ,20000209,   50.00,   50.50,   48.80,   49.30,    40672,     2024240,  -0.4040,   1.2722,      157609,  -0.4049
1326   ,台化         ,20000210,   49.30,   50.00,   47.50,   47.50,    37369,     1806461,  -3.6511,   1.1689,      151855,  -3.7194
1326   ,台化         ,20000211,   48.00,   48.90,   47.50,   47.60,    41722,     2009283,   0.2105,   1.3051,      152174,   0.2103
1326   ,台化         ,20000214,   48.10,   48.90,   47.10,   47.10,    30312,     1461264,  -1.0504,   0.9482,      150576,  -1.0560
1326   ,台化         ,20000215,   47.50,   47.90,   47.00,   47.10,    19526,      924328,   0.0000,   0.6108,      150576,   0.0000
1326   ,台化         ,20000216,   47.80,   50.00,   47.80,   50.00,    64218,     3149084,   6.1571,   2.0087,      159847,   5.9750
1326   ,台化         ,20000217,   51.00,   53.50,   51.00,   52.50,   108284,     5729601,   5.0000,   3.3871,      167840,   4.8790
1326   ,台化         ,20000218,   52.50,   53.00,   50.00,   50.50,    58904,     3018327,  -3.8095,   1.8425,      161446,  -3.8840
1326   ,台化         ,20000219,   50.50,   51.00,   49.40,   51.00,    26727,     1341016,   0.9901,   0.8360,      163044,   0.9852
1326   ,台化         ,20000221,   51.00,   51.50,   49.00,   49.00,    25310,     1271305,  -3.9216,   0.7917,      156650,  -4.0005
1326   ,台化         ,20000222,   48.70,   49.00,   47.30,   48.00,    21634,     1041837,  -2.0408,   0.6767,      153453,  -2.0619
1326   ,台化         ,20000223,   48.20,   49.00,   47.70,   47.90,    25188,     1216637,  -0.2083,   0.7879,      153134,  -0.2086
1326   ,台化         ,20000224,   48.50,   48.60,   46.80,   47.00,    20221,      964266,  -1.8789,   0.6325,      150256,  -1.8968
1326   ,台化         ,20000225,   47.00,   47.40,   45.00,   45.80,    25126,     1151825,  -2.5532,   0.7859,      146420,  -2.5864
1326   ,台化         ,20000229,   46.00,   46.50,   45.50,   46.00,    18021,      829734,   0.4367,   0.5637,      147059,   0.4357
1326   ,台化         ,20000301,   46.70,   47.50,   46.50,   47.10,    31703,     1490388,   2.3913,   0.9917,      150576,   2.3632
1326   ,台化         ,20000302,   46.90,   47.00,   45.70,   47.00,    20002,      924040,  -0.2123,   0.6257,      150256,  -0.2125
1326   ,台化         ,20000303,   46.90,   47.30,   46.30,   46.60,    16174,      756999,  -0.8511,   0.5059,      148978,  -0.8547
1326   ,台化         ,20000304,   46.70,   47.20,   45.10,   45.10,    17688,      811779,  -3.2189,   0.5533,      144182,  -3.2718
1326   ,台化         ,20000306,   45.10,   45.80,   44.80,   45.00,    12312,      556857,  -0.2217,   0.3851,      143862,  -0.2220
1326   ,台化         ,20000307,   45.00,   45.50,   44.00,   44.80,    12702,      569512,  -0.4444,   0.3973,      143223,  -0.4454
