symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
2615   ,萬海         ,20000104,   25.50,   25.80,   25.20,   25.50,     1016,       25833,   0.0000,   0.0941,       27540,   0.0000
2615   ,萬海         ,20000105,   25.80,   26.30,   25.50,   25.70,      981,       25399,   0.7843,   0.0908,       27756,   0.7813
2615   ,萬海         ,20000106,   25.70,   26.60,   25.70,   26.30,     1805,       47650,   2.3346,   0.1671,       28404,   2.3078
2615   ,萬海         ,20000107,   27.80,   28.00,   27.20,   28.00,     3815,      105348,   6.4639,   0.3532,       30240,   6.2636
2615   ,萬海         ,20000110,   29.20,   29.20,   28.10,   28.30,     2718,       77472,   1.0714,   0.2517,       30564,   1.0657
2615   ,萬海         ,20000111,   28.80,   28.80,   27.50,   27.50,     2381,       66572,  -2.8269,   0.2205,       29700,  -2.8676
2615   ,萬海         ,20000112,   27.60,   28.00,   27.50,   27.60,     1513,       41972,   0.3636,   0.1401,       29808,   0.3630
2615   ,萬海         ,20000113,   28.00,   28.20,   27.60,   27.80,     1659,       46360,   0.7246,   0.1536,       30024,   0.7220
2615   ,萬海         ,20000114,   28.50,   29.30,   28.30,   28.50,     5611,      161218,   2.5180,   0.5195,       30780,   2.4868
2615   ,萬海         ,20000115,   28.60,   28.80,   27.80,   28.10,     1499,       42181,  -1.4035,   0.1388,       30348,  -1.4135
2615   ,萬海         ,20000117,   28.30,   28.70,   28.10,   28.50,     2261,       64025,   1.4235,   0.2094,       30780,   1.4135
2615   ,萬海         ,20000118,   29.10,   29.30,   28.60,   28.60,     3059,       88514,   0.3509,   0.2832,       30888,   0.3503
2615   ,萬海         ,20000119,   28.70,   29.20,   28.70,   28.80,     2819,       81796,   0.6993,   0.2610,       31104,   0.6969
2615   ,萬海         ,20000120,   29.00,   29.20,   28.00,   28.10,     1576,       44905,  -2.4306,   0.1459,       30348,  -2.4606
2615   ,萬海         ,20000121,   28.50,   28.60,   28.00,   28.20,     1803,       50990,   0.3559,   0.1669,       30456,   0.3552
2615   ,萬海         ,20000124,   28.40,   29.50,   28.20,   29.30,     3661,      106193,   3.9007,   0.3390,       31644,   3.8266
2615   ,萬海         ,20000125,   29.90,   29.90,   28.80,   28.80,     2271,       66310,  -1.7065,   0.2103,       31104,  -1.7212
2615   ,萬海         ,20000126,   28.80,   29.30,   28.80,   29.10,     2539,       73886,   1.0417,   0.2351,       31428,   1.0363
2615   ,萬海         ,20000127,   29.40,   30.40,   29.20,   29.50,     5783,      172831,   1.3746,   0.5355,       31860,   1.3652
2615   ,萬海         ,20000128,   29.70,   30.60,   29.30,   30.00,     5670,      169720,   1.6949,   0.5250,       32400,   1.6807
2615   ,萬海         ,20000129,   30.20,   30.90,   29.60,   29.70,     4929,      149726,  -1.0000,   0.4564,       32076,  -1.0050
2615   ,萬海         ,20000131,   30.00,   30.50,   29.70,   29.80,     4108,      123583,   0.3367,   0.3804,       32184,   0.3361
2615   ,萬海         ,20000201,   30.30,   30.30,   29.80,   29.80,     2420,       72416,   0.0000,   0.2241,       32184,   0.0000
2615   ,萬海         ,20000209,   30.00,   30.50,   29.60,   29.60,     2744,       82323,  -0.6711,   0.2541,       31968,  -0.6734
2615   ,萬海         ,20000210,   29.60,   30.80,   29.60,   30.60,     5381,      163489,   3.3784,   0.4982,       33048,   3.3226
2615   ,萬海         ,20000211,   31.20,   31.20,   30.00,   30.10,     4436,      136144,  -1.6340,   0.4107,       32508,  -1.6475
2615   ,萬海         ,20000214,   30.10,   30.70,   30.00,   30.00,     3371,      102385,  -0.3322,   0.3121,       32400,  -0.3328
2615   ,萬海         ,20000215,   30.00,   30.40,   29.50,   29.70,     2335,       69769,  -1.0000,   0.2162,       32076,  -1.0050
2615   ,萬海         ,20000216,   29.80,   30.20,   29.70,   30.00,     2116,       63452,   1.0101,   0.1959,       32400,   1.0050
2615   ,萬海         ,20000217,   30.00,   31.20,   30.00,   31.00,     5440,      166913,   3.3333,   0.5037,       33480,   3.2790
2615   ,萬海         ,20000218,   31.70,   32.20,   30.90,   31.20,     7436,      234983,   0.6452,   0.6885,       33696,   0.6431
2615   ,萬海         ,20000219,   31.20,   31.70,   31.00,   31.70,     4012,      126077,   1.6026,   0.3715,       34236,   1.5899
2615   ,萬海         ,20000221,   32.00,   33.30,   32.00,   32.40,     8017,      261400,   2.2082,   0.7423,       34992,   2.1842
2615   ,萬海         ,20000222,   32.70,   32.70,   30.30,   30.60,     3431,      106838,  -5.5556,   0.3177,       33048,  -5.7158
2615   ,萬海         ,20000223,   30.90,   30.90,   29.70,   29.70,     2604,       78602,  -2.9412,   0.2411,       32076,  -2.9853
2615   ,萬海         ,20000224,   29.70,   30.00,   28.70,   29.20,     1716,       50534,  -1.6835,   0.1589,       31536,  -1.6978
2615   ,萬海         ,20000225,   29.00,   29.10,   28.10,   28.20,     1586,       45369,  -3.4247,   0.1469,       30456,  -3.4847
2615   ,萬海         ,20000229,   28.50,   29.00,   28.00,   28.40,      695,       19735,   0.7092,   0.0644,       30672,   0.7067
2615   ,萬海         ,20000301,   29.00,   29.70,   28.70,   29.50,     2038,       59774,   3.8732,   0.1887,       31860,   3.8001
