證券代碼,簡稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,市值(百萬元),報酬率-Ln
1101   ,台泥         ,20000104,   33.80,   34.60,   33.80,   34.60,    51187,     1759868,   6.7901,   2.3304,       75998,   6.5695
1101   ,台泥         ,20000105,   33.90,   36.40,   33.90,   35.50,    78978,     2784311,   2.6012,   3.5956,       77975,   2.5679
1101   ,台泥         ,20000106,   35.20,   35.60,   33.70,   34.00,    39235,     1365304,  -4.2254,   1.7863,       74681,  -4.3172
1101   ,台泥         ,20000107,   32.60,   34.10,   32.00,   33.90,    46146,     1530665,  -0.2941,   2.1009,       74461,  -0.2946
1101   ,台泥         ,20000110,   34.00,   35.20,   33.50,   35.00,    41467,     1422549,   3.2448,   1.8879,       76877,   3.1933
1101   ,台泥         ,20000111,   36.10,   36.50,   33.30,   34.00,    41495,     1452286,  -2.8571,   1.8891,       74681,  -2.8988
1101   ,台泥         ,20000112,   33.80,   34.40,   33.10,   33.10,    22061,      745506,  -2.6471,   1.0044,       72704,  -2.6827
1101   ,台泥         ,20000113,   33.50,   35.00,   33.00,   34.10,    48236,     1638678,   3.0211,   2.1960,       74900,   2.9764
1101   ,台泥         ,20000114,   34.30,   34.60,   33.00,   33.40,    20328,      684607,  -2.0528,   0.9255,       73363,  -2.0741
1101   ,台泥         ,20000115,   33.80,   34.40,   33.60,   33.70,    14020,      475070,   0.8982,   0.6383,       74022,   0.8942
1101   ,台泥         ,20000117,   34.10,   35.20,   33.70,   34.60,    35022,     1211213,   2.6706,   1.5944,       75998,   2.6356
1101   ,台泥         ,20000118,   34.60,   34.60,   33.60,   33.70,    15704,      534892,  -2.6012,   0.7150,       74022,  -2.6356
1101   ,台泥         ,20000119,   33.50,   34.80,   33.50,   33.80,    33137,     1135435,   0.2967,   1.5086,       74241,   0.2963
1101   ,台泥         ,20000120,   34.20,   36.10,   34.20,   36.10,    90883,     3246441,   6.8047,   4.1376,       79293,   6.5832
1101   ,台泥         ,20000121,   36.90,   38.60,   36.90,   37.80,   107849,     4066474,   4.7091,   4.9100,       83027,   4.6016
1101   ,台泥         ,20000124,   38.40,   40.30,   37.80,   39.70,    86533,     3388493,   5.0265,   3.9396,       87201,   4.9042
1101   ,台泥         ,20000125,   38.90,   39.40,   38.10,   38.90,    38242,     1483839,  -2.0151,   1.7410,       85443,  -2.0357
1101   ,台泥         ,20000126,   39.40,   40.60,   38.70,   40.60,    69022,     2743501,   4.3702,   3.1424,       89177,   4.2774
1101   ,台泥         ,20000127,   40.60,   41.00,   39.50,   39.50,    35775,     1437199,  -2.7094,   1.6287,       86761,  -2.7467
1101   ,台泥         ,20000128,   39.20,   39.30,   37.50,   38.00,    31133,     1195225,  -3.7975,   1.4174,       83467,  -3.8715
1101   ,台泥         ,20000129,   37.50,   39.00,   37.50,   38.40,    28891,     1110990,   1.0526,   1.3153,       84345,   1.0471
1101   ,台泥         ,20000131,   38.00,   38.80,   38.00,   38.30,    23212,      891610,  -0.2604,   1.0568,       84125,  -0.2608
1101   ,台泥         ,20000201,   38.80,   40.90,   38.70,   40.90,    60739,     2433008,   6.7885,   2.7653,       89836,   6.5680
1101   ,台泥         ,20000209,   43.00,   43.70,   42.10,   43.70,    70640,     3040886,   6.8460,   3.2160,       95987,   6.6218
1101   ,台泥         ,20000210,   43.70,   44.90,   43.20,   43.80,    66053,     2917056,   0.2288,   3.0072,       96206,   0.2286
1101   ,台泥         ,20000211,   44.10,   46.80,   44.10,   46.80,    47808,     2202593,   6.8493,   2.1766,      102796,   6.6249
1101   ,台泥         ,20000214,   47.00,   47.00,   44.80,   45.50,    36751,     1694100,  -2.7778,   1.6732,       99940,  -2.8171
1101   ,台泥         ,20000215,   45.80,   47.60,   45.80,   47.10,    38119,     1788124,   3.5165,   1.7354,      103455,   3.4561
1101   ,台泥         ,20000216,   48.70,   50.00,   48.00,   50.00,    41592,     2052362,   6.1571,   1.8936,      109825,   5.9750
1101   ,台泥         ,20000217,   51.50,   53.50,   51.50,   53.50,    26184,     1386896,   7.0000,   1.1921,      117512,   6.7659
1101   ,台泥         ,20000218,   55.00,   55.50,   50.00,   51.00,    69982,     3662111,  -4.6729,   3.1861,      112021,  -4.7856
1101   ,台泥         ,20000219,   54.50,   54.50,   52.00,   54.00,   118922,     6381291,   5.8824,   5.4142,      118611,   5.7158
1101   ,台泥         ,20000221,   52.00,   52.50,   50.50,   50.50,    64657,     3293776,  -6.4815,   2.9436,      110923,  -6.7011
1101   ,台泥         ,20000222,   47.80,   48.80,   47.00,   47.00,    22986,     1092283,  -6.9307,   1.0465,      103235,  -7.1826
1101   ,台泥         ,20000223,   45.00,   47.90,   45.00,   45.90,    76409,     3547333,  -2.3404,   3.4787,      100819,  -2.3682
1101   ,台泥         ,20000224,   46.00,   47.00,   45.00,   46.50,    58462,     2694507,   1.3072,   2.6616,      102137,   1.2987
1101   ,台泥         ,20000225,   46.30,   46.30,   43.30,   43.30,    38654,     1711513,  -6.8817,   1.7598,       95108,  -7.1300
1101   ,台泥         ,20000229,   43.30,   43.90,   40.50,   43.10,    60415,     2536658,  -0.4619,   2.7505,       94669,  -0.4630
1101   ,台泥         ,20000301,   43.90,   44.30,   42.50,   43.20,    83892,     3656260,   0.2320,   3.8193,       94888,   0.2317
1101   ,台泥         ,20000302,   46.10,   46.10,   43.10,   43.10,    73821,     3286646,  -0.2315,   3.3608,       94669,  -0.2317
1101   ,台泥         ,20000303,   43.00,   44.10,   43.00,   43.10,    47379,     2059580,   0.0000,   2.1570,       94669,   0.0000
1101   ,台泥         ,20000304,   43.80,   43.80,   40.80,   41.10,    53726,     2261712,  -4.6404,   2.4460,       90276,  -4.7515
1101   ,台泥         ,20000306,   41.10,   41.10,   38.60,   38.60,    36716,     1466837,  -6.0827,   1.6716,       84784,  -6.2756
1101   ,台泥         ,20000307,   38.20,   40.50,   38.20,   39.90,    84172,     3336999,   3.3679,   3.8321,       87640,   3.3124
1101   ,台泥         ,20000308,   39.80,   39.80,   38.50,   38.70,    39652,     1547053,  -3.0075,   1.8052,       85004,  -3.0537
1101   ,台泥         ,20000309,   39.50,   40.90,   39.40,   40.30,    63268,     2541167,   4.1344,   2.8804,       88518,   4.0512
1101   ,台泥         ,20000310,   40.90,   41.00,   38.00,   38.00,    41908,     1653727,  -5.7072,   1.9079,       83467,  -5.8765
1101   ,台泥         ,20000313,   36.50,   36.80,   35.40,   35.40,    20722,      739911,  -6.8421,   0.9434,       77756,  -7.0874
1101   ,台泥         ,20000314,   34.50,   36.50,   33.20,   36.50,    48079,     1680331,   3.1073,   2.1889,       80172,   3.0600
1101   ,台泥         ,20000315,   36.10,   36.90,   34.00,   34.00,    24557,      879985,  -6.8493,   1.1180,       74681,  -7.0952
1101   ,台泥         ,20000316,   32.60,   33.70,   31.70,   32.50,    25343,      831053,  -4.4118,   1.1538,       71386,  -4.5120
1101   ,台泥         ,20000317,   33.00,   34.50,   32.20,   33.30,    51673,     1750867,   2.4615,   2.3525,       73143,   2.4317
1101   ,台泥         ,20000320,   32.20,   33.30,   32.20,   32.30,    52193,     1689324,  -3.0030,   2.3762,       70946,  -3.0490
1101   ,台泥         ,20000321,   32.00,   34.50,   31.80,   34.30,    65458,     2185847,   6.1920,   2.9801,       75339,   6.0078
1101   ,台泥         ,20000322,   33.90,   35.70,   33.40,   33.70,    42303,     1453504,  -1.7493,   1.9259,       74022,  -1.7648
1101   ,台泥         ,20000323,   34.90,   36.00,   34.30,   36.00,    30968,     1100674,   6.8249,   1.4099,       79074,   6.6021
1101   ,台泥         ,20000324,   38.50,   38.50,   36.50,   37.20,    83288,     3124035,   3.3333,   3.7919,       81709,   3.2790
1101   ,台泥         ,20000327,   37.40,   39.00,   36.00,   37.60,    54544,     2049736,   1.0753,   2.4832,       82588,   1.0695
1101   ,台泥         ,20000328,   38.20,   38.90,   36.80,   36.80,    40264,     1529192,  -2.1277,   1.8331,       80831,  -2.1506
1101   ,台泥         ,20000329,   36.50,   36.80,   35.20,   35.40,    29277,     1054650,  -3.8043,   1.3329,       77756,  -3.8786
1101   ,台泥         ,20000330,   35.40,   36.30,   35.00,   35.10,    22501,      801014,  -0.8475,   1.0244,       77097,  -0.8511
1101   ,台泥         ,20000331,   35.00,   35.40,   34.20,   34.30,    18027,      625365,  -2.2792,   0.8207,       75339,  -2.3056
1101   ,台泥         ,20000401,   34.30,   36.00,   33.60,   36.00,    23469,      814719,   4.9563,   1.0685,       79074,   4.8374
1101   ,台泥         ,20000405,   35.50,   35.80,   34.70,   34.90,    19709,      694902,  -3.0556,   0.8973,       76657,  -3.1032
1101   ,台泥         ,20000406,   34.90,   35.90,   34.00,   34.00,    16189,      566697,  -2.5788,   0.7370,       74681,  -2.6126
1101   ,台泥         ,20000407,   34.80,   34.90,   33.70,   33.70,    15162,      518729,  -0.8824,   0.6903,       74022,  -0.8863
1101   ,台泥         ,20000408,   33.80,   34.30,   33.00,   33.00,    12854,      429432,  -2.0772,   0.5852,       72484,  -2.0990
1101   ,台泥         ,20000410,   33.00,   35.10,   32.40,   35.10,    28559,      955893,   6.3636,   1.3002,       77097,   6.1694
1101   ,台泥         ,20000411,   35.30,   35.80,   34.10,   34.30,    32289,     1139661,  -2.2792,   1.4700,       75339,  -2.3056
1101   ,台泥         ,20000412,   34.30,   34.90,   33.50,   33.80,    16593,      566754,  -1.4577,   0.7554,       74241,  -1.4685
1101   ,台泥         ,20000413,   33.20,   34.50,   33.00,   33.10,    15629,      525796,  -2.0710,   0.7115,       72704,  -2.0928
1101   ,台泥         ,20000414,   33.00,   33.30,   31.80,   31.80,    12054,      392993,  -3.9275,   0.5488,       69848,  -4.0067
1101   ,台泥         ,20000415,   29.60,   30.20,   29.60,   29.60,    12860,      381370,  -6.9182,   0.5855,       65016,  -7.1692
1101   ,台泥         ,20000417,   28.20,   29.60,   27.70,   28.50,    17873,      509439,  -3.7162,   0.8137,       62600,  -3.7870
1101   ,台泥         ,20000418,   29.50,   30.30,   29.00,   29.40,    21925,      651546,   3.1579,   0.9982,       64577,   3.1091
1101   ,台泥         ,20000419,   30.20,   30.80,   29.80,   29.80,    23260,      704822,   1.3605,   1.0590,       65455,   1.3514
1101   ,台泥         ,20000420,   30.00,   30.10,   28.80,   29.00,    10170,      297035,  -2.6846,   0.4630,       63698,  -2.7213
1101   ,台泥         ,20000421,   29.20,   29.80,   29.00,   29.00,     7482,      220166,   0.0000,   0.3406,       63698,   0.0000
1101   ,台泥         ,20000424,   29.00,   29.20,   27.00,   27.00,     7833,      218898,  -6.8966,   0.3566,       59305,  -7.1459
1101   ,台泥         ,20000425,   25.80,   26.80,   25.20,   26.30,    16110,      415401,  -2.5926,   0.7334,       57767,  -2.6268
1101   ,台泥         ,20000426,   26.80,   26.80,   24.50,   24.50,    12836,      322235,  -6.8441,   0.5844,       53814,  -7.0896
1101   ,台泥         ,20000427,   24.50,   24.50,   22.80,   23.00,    19348,      449664,  -6.1224,   0.8809,       50519,  -6.3179
1101   ,台泥         ,20000428,   23.10,   24.60,   22.50,   24.60,    24166,      573582,   6.9565,   1.1002,       54033,   6.7252
1101   ,台泥         ,20000429,   24.60,   25.70,   24.10,   25.00,    19266,      480455,   1.6260,   0.8771,       54912,   1.6129
1101   ,台泥         ,20000502,   25.30,   26.70,   25.30,   26.50,    27662,      721464,   6.0000,   1.2594,       58207,   5.8269
1101   ,台泥         ,20000503,   26.50,   26.90,   25.60,   25.70,    18229,      478289,  -3.0189,   0.8299,       56450,  -3.0654
1101   ,台泥         ,20000504,   25.80,   27.40,   25.20,   27.40,    23315,      615033,   6.6148,   1.0615,       60184,   6.4052
1101   ,台泥         ,20000505,   27.40,   28.80,   26.80,   27.90,    43754,     1226548,   1.8248,   1.9920,       61282,   1.8084
1101   ,台泥         ,20000506,   28.50,   29.40,   28.10,   29.30,    41301,     1192591,   5.0179,   1.8803,       64357,   4.8961
1101   ,台泥         ,20000508,   29.20,   29.30,   28.10,   28.10,    16136,      463000,  -4.0956,   0.7346,       61721,  -4.1818
1101   ,台泥         ,20000509,   28.10,   29.40,   28.10,   28.70,    25251,      727865,   2.1352,   1.1496,       63039,   2.1128
1101   ,台泥         ,20000510,   28.60,   28.90,   27.80,   27.80,    14317,      407469,  -3.1359,   0.6518,       61062,  -3.1861
1101   ,台泥         ,20000511,   26.80,   27.70,   26.80,   26.90,    10171,      276101,  -3.2374,   0.4631,       59085,  -3.2910
1101   ,台泥         ,20000512,   27.50,   28.40,   27.20,   28.10,    13513,      377267,   4.4610,   0.6152,       61721,   4.3643
1101   ,台泥         ,20000515,   28.60,   30.00,   28.60,   30.00,    38055,     1130814,   6.7616,   1.7325,       65895,   6.5428
1101   ,台泥         ,20000516,   30.60,   31.00,   29.60,   30.90,    69999,     2120748,   3.0000,   3.1868,       67871,   2.9559
1101   ,台泥         ,20000517,   31.60,   32.60,   31.30,   31.70,    55577,     1771970,   2.5890,   2.5303,       69629,   2.5560
1101   ,台泥         ,20000518,   30.80,   31.60,   30.50,   31.00,    22742,      704645,  -2.2082,   1.0354,       68091,  -2.2329
1101   ,台泥         ,20000519,   30.60,   31.70,   30.60,   31.20,    24188,      755318,   0.6452,   1.1012,       68530,   0.6431
1101   ,台泥         ,20000520,   31.40,   31.90,   29.10,   29.40,    29379,      910409,  -5.7692,   1.3375,       64577,  -5.9423
1101   ,台泥         ,20000522,   29.90,   30.20,   29.10,   29.10,    19467,      576154,  -1.0204,   0.8863,       63918,  -1.0257
1101   ,台泥         ,20000523,   29.20,   29.30,   28.00,   28.40,    12880,      367179,  -2.4055,   0.5864,       62380,  -2.4349
1101   ,台泥         ,20000524,   27.60,   28.30,   27.50,   27.50,     9546,      265851,  -3.1690,   0.4346,       60403,  -3.2203
1101   ,台泥         ,20000525,   28.00,   28.20,   26.40,   26.40,    22115,      608828,  -4.0000,   1.0068,       57987,  -4.0822
1101   ,台泥         ,20000526,   25.90,   26.40,   25.70,   26.10,    13132,      343066,  -1.1364,   0.5979,       57328,  -1.1429
1101   ,台泥         ,20000529,   26.20,   27.30,   26.20,   27.20,    11615,      312315,   4.2146,   0.5288,       59744,   4.1282
1101   ,台泥         ,20000530,   27.50,   28.00,   27.40,   27.40,    11468,      317128,   0.7353,   0.5221,       60184,   0.7326
1101   ,台泥         ,20000531,   28.40,   28.40,   27.60,   27.90,    12975,      362669,   1.8248,   0.5907,       61282,   1.8084
1101   ,台泥         ,20000601,   28.00,   28.50,   27.50,   27.50,     8795,      246243,  -1.4337,   0.4004,       60403,  -1.4441
1101   ,台泥         ,20000602,   28.00,   28.60,   27.50,   27.60,    13715,      384633,   0.3636,   0.6244,       60623,   0.3630
1101   ,台泥         ,20000603,   28.30,   28.40,   27.80,   28.00,    11440,      321524,   1.4493,   0.5208,       61502,   1.4389
1101   ,台泥         ,20000605,   28.30,   28.30,   27.60,   27.60,     5502,      152795,  -1.4286,   0.2505,       60623,  -1.4389
1101   ,台泥         ,20000607,   27.60,   27.90,   26.60,   26.70,    13168,      356448,  -3.2609,   0.5995,       58646,  -3.3152
1101   ,台泥         ,20000608,   27.00,   28.50,   27.00,   28.50,    25434,      711204,   6.7416,   1.1579,       62600,   6.5241
1101   ,台泥         ,20000609,   28.40,   28.40,   27.50,   27.60,    14121,      395727,  -3.1579,   0.6429,       60623,  -3.2088
1101   ,台泥         ,20000612,   27.60,   28.00,   27.00,   27.00,     6495,      177125,  -2.1739,   0.2957,       59305,  -2.1979
1101   ,台泥         ,20000613,   26.50,   27.20,   26.50,   26.70,     6264,      167727,  -1.1111,   0.2852,       58646,  -1.1173
1101   ,台泥         ,20000614,   26.70,   27.20,   26.70,   26.70,     6092,      163892,   0.0000,   0.2774,       58646,   0.0000
1101   ,台泥         ,20000615,   26.70,   27.00,   26.50,   26.60,     7638,      203530,  -0.3745,   0.3477,       58426,  -0.3752
1101   ,台泥         ,20000616,   26.70,   26.90,   26.20,   26.20,     6638,      176068,  -1.5038,   0.3022,       57548,  -1.5152
1101   ,台泥         ,20000617,   26.20,   26.50,   25.50,   25.80,     6780,      175279,  -1.5267,   0.3087,       56669,  -1.5385
1101   ,台泥         ,20000619,   25.80,   26.50,   25.30,   26.50,     9200,      239807,   2.7132,   0.4188,       58207,   2.6770
1101   ,台泥         ,20000620,   26.80,   27.00,   25.70,   25.70,     7043,      186564,  -3.0189,   0.3206,       56450,  -3.0654
1101   ,台泥         ,20000621,   25.70,   26.20,   25.50,   25.70,     4913,      126658,   0.0000,   0.2237,       56450,   0.0000
1101   ,台泥         ,20000622,   26.00,   26.10,   25.50,   26.00,     5696,      147492,   1.1673,   0.2593,       57109,   1.1606
1101   ,台泥         ,20000623,   26.00,   26.00,   25.70,   25.80,     3294,       84936,  -0.7692,   0.1500,       56669,  -0.7722
1101   ,台泥         ,20000626,   25.50,   25.80,   25.00,   25.40,     4923,      124475,  -1.5504,   0.2241,       55791,  -1.5625
1101   ,台泥         ,20000627,   25.40,   25.50,   24.70,   24.70,     4087,      102542,  -2.7559,   0.1861,       54253,  -2.7946
1101   ,台泥         ,20000628,   24.50,   24.90,   23.50,   23.70,     5983,      144193,  -4.0486,   0.2724,       52057,  -4.1328
1101   ,台泥         ,20000629,   23.90,   24.20,   22.20,   23.10,     9091,      212102,  -2.5316,   0.4139,       50739,  -2.5642
1101   ,台泥         ,20000630,   23.30,   24.70,   23.00,   24.40,    14827,      360293,   5.6277,   0.6750,       53594,   5.4751
1101   ,台泥         ,20000703,   24.60,   25.20,   24.40,   25.20,    14457,      358888,   3.2787,   0.6582,       55351,   3.2261
1101   ,台泥         ,20000704,   25.20,   25.20,   23.80,   24.00,     6387,      156234,  -4.7619,   0.2908,       52716,  -4.8790
1101   ,台泥         ,20000705,   24.00,   25.20,   23.60,   24.70,    13311,      327639,   2.9167,   0.6060,       54253,   2.8749
1101   ,台泥         ,20000706,   24.70,   25.20,   24.00,   24.90,    10307,      254806,   0.8097,   0.4692,       54692,   0.8065
1101   ,台泥         ,20000707,   25.20,   25.60,   24.20,   24.20,    10339,      259349,  -2.8112,   0.4707,       53155,  -2.8515
1101   ,台泥         ,20000710,   24.30,   24.60,   23.80,   24.20,     5371,      130178,   0.0000,   0.2445,       53155,   0.0000
1101   ,台泥         ,20000711,   24.20,   24.60,   23.80,   24.00,     6232,      151242,  -0.8264,   0.2837,       52716,  -0.8299
1101   ,台泥         ,20000712,   24.20,   24.40,   23.00,   23.10,     5003,      118524,  -3.7500,   0.2278,       50739,  -3.8221
1101   ,台泥         ,20000713,   23.40,   24.20,   23.10,   23.90,     8579,      203541,   3.4632,   0.3906,       52496,   3.4046
1101   ,台泥         ,20000714,   23.90,   25.50,   23.80,   25.40,    21783,      547556,   6.2762,   0.9917,       55791,   6.0871
1101   ,台泥         ,20000715,   25.60,   26.20,   24.70,   26.00,    19848,      510355,   2.3622,   0.9036,       57109,   2.3347
1101   ,台泥         ,20000717,   26.50,   27.50,   26.40,   27.10,    22403,      605018,   4.2308,   1.0199,       59525,   4.1437
1101   ,台泥         ,20000718,   26.60,   26.60,   25.30,   25.30,    12052,      309521,  -6.6421,   0.5487,       55571,  -6.8729
1101   ,台泥         ,20000719,   24.90,   25.20,   24.50,   25.20,     6155,      153104,  -0.3953,   0.2802,       55351,  -0.3960
1101   ,台泥         ,20000720,   25.10,   25.60,   24.40,   24.50,    14422,      359073,  -2.7778,   0.6566,       53814,  -2.8171
1101   ,台泥         ,20000721,   23.20,   23.50,   23.00,   23.00,    18165,      421850,   2.2041,   0.7657,       54561,   2.1801
1101   ,台泥         ,20000724,   23.20,   23.70,   23.00,   23.40,    11761,      274672,   1.7391,   0.4958,       55509,   1.7242
1101   ,台泥         ,20000725,   23.00,   23.70,   23.00,   23.00,    11152,      260927,  -1.7094,   0.4701,       54561,  -1.7242
1101   ,台泥         ,20000726,   23.50,   24.00,   23.20,   23.40,    14183,      336262,   1.7391,   0.5979,       55509,   1.7242
1101   ,台泥         ,20000727,   23.30,   23.80,   23.20,   23.70,     9751,      228881,   1.2821,   0.4110,       56221,   1.2739
1101   ,台泥         ,20000728,   23.50,   24.30,   23.50,   24.20,    13928,      334995,   2.1097,   0.5871,       57407,   2.0878
1101   ,台泥         ,20000729,   24.00,   24.80,   23.80,   24.50,    16656,      406698,   1.2397,   0.7021,       58119,   1.2320
1101   ,台泥         ,20000731,   24.50,   25.20,   24.20,   24.80,    16902,      418093,   1.2245,   0.7125,       58831,   1.2171
1101   ,台泥         ,20000801,   25.00,   25.20,   24.10,   24.30,     6077,      149015,  -2.0161,   0.2562,       57644,  -2.0367
1101   ,台泥         ,20000802,   24.30,   24.50,   24.00,   24.10,     5084,      123204,  -0.8230,   0.2143,       57170,  -0.8265
1101   ,台泥         ,20000803,   24.10,   24.20,   23.50,   23.50,     6007,      142595,  -2.4896,   0.2532,       55747,  -2.5211
1101   ,台泥         ,20000804,   23.80,   23.90,   23.50,   23.80,     4617,      109269,   1.2766,   0.1946,       56458,   1.2685
1101   ,台泥         ,20000805,   23.80,   25.00,   23.80,   24.30,    14853,      364392,   2.1008,   0.6261,       57644,   2.0791
1101   ,台泥         ,20000807,   24.30,   24.30,   23.30,   23.50,     5723,      135706,  -3.2922,   0.2413,       55747,  -3.3476
1101   ,台泥         ,20000808,   23.80,   23.90,   23.10,   23.50,     5344,      125337,   0.0000,   0.2253,       55747,   0.0000
1101   ,台泥         ,20000809,   23.80,   24.30,   23.60,   24.30,    11069,      266162,   3.4043,   0.4666,       57644,   3.3476
1101   ,台泥         ,20000810,   24.30,   24.60,   23.50,   23.50,     8735,      210419,  -3.2922,   0.3682,       55747,  -3.3476
1101   ,台泥         ,20000811,   23.70,   24.10,   23.50,   23.50,     7498,      178075,   0.0000,   0.3161,       55747,   0.0000
1101   ,台泥         ,20000814,   23.80,   23.90,   23.10,   23.20,     6731,      158368,  -1.2766,   0.2837,       55035,  -1.2848
1101   ,台泥         ,20000815,   23.30,   23.50,   22.70,   22.90,     6281,      143896,  -1.2931,   0.2648,       54323,  -1.3015
1101   ,台泥         ,20000816,   22.70,   23.20,   22.70,   22.90,     4044,       92974,   0.0000,   0.1705,       54323,   0.0000
1101   ,台泥         ,20000817,   22.90,   23.40,   22.90,   23.20,     5586,      129304,   1.3100,   0.2355,       55035,   1.3015
1101   ,台泥         ,20000818,   23.40,   24.20,   23.40,   23.60,    16487,      392132,   1.7241,   0.6950,       55984,   1.7094
1101   ,台泥         ,20000819,   23.80,   23.80,   23.20,   23.20,     4733,      110997,  -1.6949,   0.1995,       55035,  -1.7094
1101   ,台泥         ,20000821,   23.30,   23.70,   23.20,   23.50,     7682,      180534,   1.2931,   0.3238,       55747,   1.2848
1101   ,台泥         ,20000822,   23.60,   23.70,   23.20,   23.30,     6348,      148547,  -0.8511,   0.2676,       55272,  -0.8547
1101   ,台泥         ,20000824,   23.30,   23.50,   22.50,   22.50,    10555,      240408,  -3.4335,   0.4449,       53374,  -3.4938
1101   ,台泥         ,20000825,   22.50,   22.90,   22.10,   22.30,     8919,      200307,  -0.8889,   0.3760,       52900,  -0.8929
1101   ,台泥         ,20000828,   22.00,   22.20,   21.20,   21.30,     7030,      151316,  -4.4843,   0.2963,       50528,  -4.5880
1101   ,台泥         ,20000829,   20.50,   21.30,   20.00,   20.60,     7104,      145711,  -3.2864,   0.2995,       48867,  -3.3416
1101   ,台泥         ,20000830,   20.50,   20.80,   19.20,   19.30,    10268,      202768,  -6.3107,   0.4328,       45783,  -6.5186
1101   ,台泥         ,20000831,   19.00,   19.90,   19.00,   19.60,    10214,      199332,   1.5544,   0.4306,       46495,   1.5424
1101   ,台泥         ,20000901,   19.90,   20.00,   18.30,   18.30,     9978,      191219,  -6.6327,   0.4206,       43411,  -6.8629
1101   ,台泥         ,20000902,   18.40,   19.50,   18.40,   19.50,     9610,      183727,   6.5574,   0.4051,       46258,   6.3513
1101   ,台泥         ,20000904,   19.70,   20.50,   19.70,   20.40,    16093,      324052,   4.6154,   0.6784,       48393,   4.5120
1101   ,台泥         ,20000905,   20.50,   20.80,   20.00,   20.60,    10777,      220364,   0.9804,   0.4543,       48867,   0.9756
1101   ,台泥         ,20000906,   20.60,   20.90,   20.00,   20.30,     8816,      180837,  -1.4563,   0.3716,       48156,  -1.4670
1101   ,台泥         ,20000907,   19.80,   20.00,   19.50,   19.50,     5024,       98985,  -3.9409,   0.2118,       46258,  -4.0206
1101   ,台泥         ,20000908,   19.50,   19.80,   19.30,   19.60,     4697,       91975,   0.5128,   0.1980,       46495,   0.5115
1101   ,台泥         ,20000911,   18.90,   19.60,   18.90,   19.40,     3214,       62161,  -1.0204,   0.1355,       46021,  -1.0257
1101   ,台泥         ,20000913,   19.40,   19.60,   19.10,   19.40,     3079,       59775,   0.0000,   0.1298,       46021,   0.0000
1101   ,台泥         ,20000914,   19.50,   19.50,   18.80,   18.80,     3967,       75874,  -3.0928,   0.1672,       44597,  -3.1416
1101   ,台泥         ,20000915,   18.80,   19.50,   18.60,   19.10,     5490,      105105,   1.5957,   0.2314,       45309,   1.5831
1101   ,台泥         ,20000916,   19.00,   19.10,   18.50,   19.10,     5816,      109823,   0.0000,   0.2452,       45309,   0.0000
1101   ,台泥         ,20000918,   19.00,   19.30,   18.30,   18.30,     5354,      100535,  -4.1885,   0.2257,       43411,  -4.2787
1101   ,台泥         ,20000919,   18.00,   18.50,   17.60,   17.70,    10823,      195911,  -3.2787,   0.4562,       41988,  -3.3336
1101   ,台泥         ,20000920,   18.60,   18.60,   17.70,   18.30,     8653,      157032,   3.3898,   0.3648,       43411,   3.3336
1101   ,台泥         ,20000921,   18.30,   19.20,   18.00,   19.20,    14336,      267891,   4.9180,   0.6043,       45546,   4.8009
1101   ,台泥         ,20000922,   19.50,   19.80,   19.00,   19.10,    21492,      416620,  -0.5208,   0.9060,       45309,  -0.5222
1101   ,台泥         ,20000925,   19.20,   19.60,   18.80,   18.90,    12525,      240516,  -1.0471,   0.5280,       44834,  -1.0526
1101   ,台泥         ,20000926,   18.90,   19.00,   18.10,   18.30,     8604,      158677,  -3.1746,   0.3627,       43411,  -3.2261
1101   ,台泥         ,20000927,   18.50,   19.00,   18.10,   18.50,     6419,      119554,   1.0929,   0.2706,       43886,   1.0870
1101   ,台泥         ,20000928,   18.50,   18.80,   18.30,   18.50,     4722,       87538,   0.0000,   0.1991,       43886,   0.0000
1101   ,台泥         ,20000929,   18.60,   18.60,   18.00,   18.00,     4981,       90653,  -2.7027,   0.2100,       42699,  -2.7399
1101   ,台泥         ,20000930,   17.00,   17.50,   16.80,   16.80,    10782,      183443,  -6.6667,   0.4545,       39853,  -6.8993
1101   ,台泥         ,20001002,   16.60,   17.30,   16.00,   16.00,     8376,      138811,  -4.7619,   0.3531,       37955,  -4.8790
1101   ,台泥         ,20001003,   16.00,   17.10,   15.80,   17.10,    12027,      200089,   6.8750,   0.5070,       40564,   6.6490
1101   ,台泥         ,20001004,   16.60,   18.10,   16.60,   17.40,    25863,      446792,   1.7544,   1.0902,       41276,   1.7392
1101   ,台泥         ,20001005,   17.80,   18.00,   17.20,   17.40,     9256,      162502,   0.0000,   0.3902,       41276,   0.0000
1101   ,台泥         ,20001006,   17.40,   18.20,   17.40,   18.10,    12780,      229025,   4.0230,   0.5387,       42937,   3.9442
1101   ,台泥         ,20001007,   18.10,   18.20,   17.50,   17.70,     6272,      111796,  -2.2099,   0.2644,       41988,  -2.2347
1101   ,台泥         ,20001009,   17.90,   18.00,   17.10,   17.10,    10651,      185258,  -3.3898,   0.4490,       40564,  -3.4486
1101   ,台泥         ,20001011,   16.60,   16.80,   16.60,   16.60,     7783,      129432,  -2.9240,   0.3281,       39378,  -2.9676
