證券代碼,簡稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,市值(百萬元),報酬率-Ln
1101   ,台泥         ,20030410,   14.25,   14.35,   13.90,   14.05,    42858,      606735,  -1.4035,   1.7196,       35016,  -1.4135
1101   ,台泥         ,20030411,   14.15,   14.20,   13.90,   13.90,    19032,      267081,  -1.0676,   0.7636,       34642,  -1.0734
1101   ,台泥         ,20030414,   14.00,   14.05,   13.80,   13.80,    18348,      254785,  -0.7194,   0.7362,       34393,  -0.7220
1101   ,台泥         ,20030415,   14.10,   14.10,   13.75,   13.90,    19286,      269208,   0.7246,   0.7738,       34642,   0.7220
1101   ,台泥         ,20030416,   14.10,   14.20,   13.95,   14.00,    19656,      276554,   0.7194,   0.7887,       34891,   0.7168
1101   ,台泥         ,20030417,   14.00,   14.05,   13.65,   13.70,    13155,      181562,  -2.1429,   0.5278,       34143,  -2.1661
1101   ,台泥         ,20030418,   13.80,   13.90,   13.50,   13.70,    18473,      253109,   0.0000,   0.7412,       34143,   0.0000
1101   ,台泥         ,20030421,   13.60,   13.60,   12.80,   12.90,    17352,      226018,  -5.8394,   0.6962,       32150,  -6.0169
1101   ,台泥         ,20030422,   12.80,   12.90,   12.60,   12.70,    12714,      161459,  -1.5504,   0.5101,       31651,  -1.5625
1101   ,台泥         ,20030423,   12.85,   12.90,   12.65,   12.80,    10701,      136354,   0.7874,   0.4294,       31900,   0.7843
1101   ,台泥         ,20030424,   12.70,   12.75,   11.95,   11.95,    30351,      366079,  -6.6406,   1.2178,       29782,  -6.8714
1101   ,台泥         ,20030425,   11.35,   11.45,   11.15,   11.15,    25736,      288743,  -6.6946,   1.0326,       27788,  -6.9292
1101   ,台泥         ,20030428,   10.55,   10.55,   10.40,   10.40,    28011,      291795,  -6.7265,   1.1239,       25919,  -6.9634
1101   ,台泥         ,20030429,   10.50,   10.95,   10.40,   10.70,    63562,      678701,   2.8846,   2.5504,       26667,   2.8438
1101   ,台泥         ,20030430,   10.75,   10.80,   10.00,   10.00,    27527,      281648,  -6.5421,   1.1045,       24922,  -6.7659
1101   ,台泥         ,20030502,   10.05,   10.25,    9.85,   10.25,    16733,      168882,   2.5000,   0.6714,       25545,   2.4693
1101   ,台泥         ,20030505,   10.15,   10.40,   10.00,   10.35,    10930,      112504,   0.9756,   0.4386,       25794,   0.9709
1101   ,台泥         ,20030506,   10.30,   10.50,   10.20,   10.35,    12375,      128364,   0.0000,   0.4965,       25794,   0.0000
1101   ,台泥         ,20030507,   10.55,   10.80,   10.35,   10.75,    21048,      222826,   3.8647,   0.8445,       26791,   3.7919
1101   ,台泥         ,20030508,   10.70,   10.70,   10.25,   10.25,    10156,      105798,  -4.6512,   0.4075,       25545,  -4.7628
1101   ,台泥         ,20030509,   10.20,   10.85,   10.20,   10.65,    22652,      241030,   3.9024,   0.9089,       26542,   3.8282
1101   ,台泥         ,20030512,   10.65,   10.85,   10.50,   10.50,    11880,      127151,  -1.4085,   0.4767,       26168,  -1.4185
1101   ,台泥         ,20030513,   10.80,   10.95,   10.65,   10.70,    13016,      140375,   1.9048,   0.5223,       26667,   1.8868
1101   ,台泥         ,20030514,   10.70,   10.80,   10.60,   10.65,     7193,       77033,  -0.4673,   0.2886,       26542,  -0.4684
1101   ,台泥         ,20030515,   10.55,   10.60,   10.30,   10.45,     7363,       76840,  -1.8779,   0.2954,       26044,  -1.8958
1101   ,台泥         ,20030516,   10.50,   10.60,   10.20,   10.30,     8264,       86323,  -1.4354,   0.3316,       25670,  -1.4458
1101   ,台泥         ,20030519,   10.20,   10.30,   10.15,   10.25,     3599,       36810,  -0.4854,   0.1444,       25545,  -0.4866
1101   ,台泥         ,20030520,   10.20,   10.35,   10.10,   10.25,     4477,       45956,   0.0000,   0.1796,       25545,   0.0000
1101   ,台泥         ,20030521,   10.25,   10.30,   10.00,   10.05,     7753,       78415,  -1.9512,   0.3111,       25047,  -1.9705
1101   ,台泥         ,20030522,   10.05,   10.40,   10.05,   10.35,     7704,       79104,   2.9851,   0.3091,       25794,   2.9414
1101   ,台泥         ,20030523,   10.45,   10.70,   10.45,   10.55,    18384,      195233,   1.9324,   0.7376,       26293,   1.9139
1101   ,台泥         ,20030526,   10.70,   11.25,   10.70,   11.25,    36137,      400211,   6.6351,   1.4500,       28037,   6.4242
1101   ,台泥         ,20030527,   11.65,   12.00,   11.65,   11.95,    71456,      848025,   6.2222,   2.8671,       29782,   6.0363
1101   ,台泥         ,20030528,   12.10,   12.20,   11.80,   11.85,    30979,      370387,  -0.8368,   1.2430,       29533,  -0.8403
1101   ,台泥         ,20030529,   11.90,   11.95,   11.65,   11.85,    16863,      199107,   0.0000,   0.6766,       29533,   0.0000
1101   ,台泥         ,20030530,   11.80,   12.30,   11.70,   11.80,    37456,      450791,  -0.4219,   1.5029,       29408,  -0.4228
1101   ,台泥         ,20030602,   12.10,   12.40,   12.10,   12.20,    37903,      463293,   3.3898,   1.5208,       30405,   3.3336
1101   ,台泥         ,20030603,   12.15,   12.25,   11.90,   11.90,    22602,      272770,  -2.4590,   0.9069,       29657,  -2.4898
1101   ,台泥         ,20030605,   12.00,   12.20,   11.95,   12.00,    27444,      331065,   0.8403,   1.1012,       29907,   0.8368
1101   ,台泥         ,20030606,   12.00,   12.30,   11.90,   12.05,    34828,      422646,   0.4167,   1.3974,       30031,   0.4158
1101   ,台泥         ,20030609,   12.00,   12.10,   11.65,   11.85,    35595,      423144,  -1.6598,   1.4282,       29533,  -1.6737
1101   ,台泥         ,20030610,   11.80,   12.15,   11.70,   11.85,    32332,      385892,   0.0000,   1.2973,       29533,   0.0000
1101   ,台泥         ,20030611,   11.90,   12.10,   11.85,   11.85,    34204,      409187,   0.0000,   1.3724,       29533,   0.0000
1101   ,台泥         ,20030612,   11.95,   12.65,   11.95,   12.65,    88843,     1095013,   6.7511,   3.5648,       31527,   6.5329
1101   ,台泥         ,20030613,   12.70,   12.80,   12.20,   12.25,    45461,      565869,  -3.1621,   1.8241,       30530,  -3.2131
1101   ,台泥         ,20030616,   12.25,   12.55,   12.25,   12.40,    40339,      501514,   1.2245,   1.6186,       30903,   1.2171
1101   ,台泥         ,20030617,   12.60,   12.70,   12.40,   12.40,    37284,      467040,   0.0000,   1.4960,       30903,   0.0000
1101   ,台泥         ,20030618,   12.45,   12.80,   12.40,   12.45,    48028,      606381,   0.4032,   1.9271,       31028,   0.4024
1101   ,台泥         ,20030619,   12.50,   12.65,   12.30,   12.40,    30998,      386256,  -0.4016,   1.2438,       30903,  -0.4024
1101   ,台泥         ,20030620,   12.40,   12.60,   12.10,   12.10,    28827,      356530,  -2.4194,   1.1567,       30156,  -2.4491
1101   ,台泥         ,20030623,   12.00,   12.15,   11.70,   11.70,    19497,      231857,  -3.3058,   0.7823,       29159,  -3.3617
1101   ,台泥         ,20030624,   11.60,   11.85,   11.60,   11.65,    14820,      173881,  -0.4274,   0.5946,       29034,  -0.4283
1101   ,台泥         ,20030625,   11.70,   12.05,   11.70,   11.70,    23670,      280053,   0.4292,   0.9497,       29159,   0.4283
1101   ,台泥         ,20030626,   11.80,   11.90,   11.60,   11.60,    13481,      158325,  -0.8547,   0.5409,       28910,  -0.8584
1101   ,台泥         ,20030627,   11.80,   11.85,   11.25,   11.25,    26150,      301783,  -3.0172,   1.0493,       28037,  -3.0637
1101   ,台泥         ,20030630,   11.20,   11.50,   11.20,   11.45,    23741,      269655,   1.7778,   0.9526,       28536,   1.7622
1101   ,台泥         ,20030701,   11.45,   11.80,   11.45,   11.80,    29516,      342310,   3.0568,   1.1843,       29408,   3.0110
1101   ,台泥         ,20030702,   11.80,   11.95,   11.65,   11.70,    29143,      342565,  -0.8475,   1.1693,       29159,  -0.8511
1101   ,台泥         ,20030703,   11.60,   12.00,   11.60,   11.60,    53070,      626598,  -0.8547,   2.1294,       28910,  -0.8584
1101   ,台泥         ,20030704,   11.75,   11.95,   11.60,   11.60,    33175,      390122,   0.0000,   1.3311,       28910,   0.0000
1101   ,台泥         ,20030707,   11.75,   11.80,   11.65,   11.75,    23126,      270794,   1.2931,   0.9279,       29283,   1.2848
1101   ,台泥         ,20030708,   11.85,   12.15,   11.75,   11.80,    54233,      648747,   0.4255,   2.1761,       29408,   0.4246
1101   ,台泥         ,20030709,   11.95,   12.15,   11.90,   11.95,    40054,      482027,   1.2712,   1.6071,       29782,   1.2632
1101   ,台泥         ,20030710,   12.10,   12.25,   11.85,   11.85,    42674,      514986,  -0.8368,   1.7123,       29533,  -0.8403
1101   ,台泥         ,20030711,   11.85,   11.90,   11.40,   11.45,    21972,      254699,  -3.3755,   0.8816,       28536,  -3.4338
1101   ,台泥         ,20030714,   11.45,   11.70,   11.40,   11.55,    21566,      249331,   0.8734,   0.8653,       28785,   0.8696
1101   ,台泥         ,20030715,   11.60,   11.85,   11.55,   11.60,    27735,      325347,   0.4329,   1.1128,       28910,   0.4320
1101   ,台泥         ,20030716,   11.70,   11.95,   11.60,   11.90,    36923,      436121,   2.5862,   1.4815,       29657,   2.5533
1101   ,台泥         ,20030717,   11.90,   12.30,   11.80,   11.80,    55362,      668444,  -0.8403,   2.2214,       29408,  -0.8439
1101   ,台泥         ,20030718,   12.00,   12.10,   11.75,   11.80,    19340,      229925,   0.0000,   0.7760,       29408,   0.0000
1101   ,台泥         ,20030721,   12.00,   12.00,   11.60,   11.60,    14160,      166283,  -1.6949,   0.5682,       28910,  -1.7094
1101   ,台泥         ,20030722,   11.60,   11.75,   11.50,   11.50,    13995,      162346,  -0.8621,   0.5615,       28660,  -0.8658
1101   ,台泥         ,20030723,   11.60,   11.70,   11.50,   11.60,    11934,      138246,   0.8696,   0.4788,       28910,   0.8658
1101   ,台泥         ,20030724,   11.75,   11.95,   11.70,   11.75,    20800,      246049,   1.2931,   0.8346,       29283,   1.2848
1101   ,台泥         ,20030725,   11.90,   12.10,   11.85,   11.85,    29603,      353498,   0.8511,   1.1878,       29533,   0.8475
1101   ,台泥         ,20030728,   12.10,   12.65,   12.00,   12.50,    86044,     1065094,   5.4852,   3.4525,       31153,   5.3401
1101   ,台泥         ,20030729,   12.50,   12.50,   11.90,   12.00,    38795,      470986,  -4.0000,   1.5566,       29907,  -4.0822
1101   ,台泥         ,20030730,   12.15,   12.20,   11.85,   12.05,    15275,      183809,   0.4167,   0.6129,       30031,   0.4158
1101   ,台泥         ,20030731,   12.00,   12.25,   11.95,   12.05,    20418,      247723,   0.0000,   0.8193,       30031,   0.0000
1101   ,台泥         ,20030801,   12.20,   12.25,   12.00,   12.00,    13869,      167341,  -0.4149,   0.5565,       29907,  -0.4158
1101   ,台泥         ,20030804,   12.00,   12.35,   12.00,   12.10,    28490,      347322,   0.8333,   1.1431,       30156,   0.8299
1101   ,台泥         ,20030805,   12.20,   12.25,   11.70,   11.70,    15704,      187049,  -3.3058,   0.6301,       29159,  -3.3617
1101   ,台泥         ,20030806,   11.60,   11.65,   11.50,   11.65,     9383,      108498,  -0.4274,   0.3765,       29034,  -0.4283
1101   ,台泥         ,20030807,   11.65,   11.70,   11.35,   11.70,    14815,      171595,   0.4292,   0.5944,       29159,   0.4283
1101   ,台泥         ,20030808,   11.75,   11.80,   11.55,   11.55,     6971,       81152,  -1.2821,   0.2797,       28785,  -1.2903
1101   ,台泥         ,20030811,   11.55,   11.60,   11.35,   11.40,     6060,       69189,  -1.2987,   0.2432,       28411,  -1.3072
1101   ,台泥         ,20030812,   11.55,   11.60,   11.45,   11.60,    12812,      147545,   1.7544,   0.5141,       28910,   1.7392
1101   ,台泥         ,20030813,   11.50,   11.80,   11.40,   11.70,    21890,      253463,   3.7414,   0.8596,       29792,   3.6731
1101   ,台泥         ,20030814,   11.90,   12.00,   11.65,   11.70,    25062,      295925,   0.0000,   0.9842,       29792,   0.0000
1101   ,台泥         ,20030815,   11.90,   12.30,   11.85,   12.30,    54635,      660889,   5.1282,   2.1456,       31320,   5.0010
1101   ,台泥         ,20030818,   12.50,   13.10,   12.50,   12.90,    87137,     1119166,   4.8780,   3.4220,       32848,   4.7628
1101   ,台泥         ,20030819,   13.15,   13.20,   12.85,   12.90,    48842,      633564,   0.0000,   1.9181,       32848,   0.0000
1101   ,台泥         ,20030820,   13.10,   13.20,   12.90,   12.95,    31160,      405699,   0.3876,   1.2237,       32975,   0.3868
1101   ,台泥         ,20030821,   13.05,   13.55,   13.05,   13.20,    64845,      866846,   1.9305,   2.5465,       33612,   1.9121
1101   ,台泥         ,20030822,   13.45,   13.45,   13.10,   13.30,    25438,      337893,   0.7576,   0.9990,       33867,   0.7547
1101   ,台泥         ,20030825,   13.30,   13.60,   13.30,   13.40,    29502,      397345,   0.7519,   1.1586,       34121,   0.7491
1101   ,台泥         ,20030826,   13.40,   13.40,   12.70,   12.70,    20096,      260460,  -5.2239,   0.7892,       32339,  -5.3653
1101   ,台泥         ,20030827,   12.75,   12.95,   12.55,   12.55,    17081,      217384,  -1.1811,   0.6708,       31957,  -1.1881
1101   ,台泥         ,20030828,   12.65,   12.80,   12.30,   12.30,    14969,      186364,  -1.9920,   0.5879,       31320,  -2.0121
1101   ,台泥         ,20030829,   12.45,   12.70,   12.35,   12.60,    13278,      166531,   2.4390,   0.5214,       32084,   2.4098
1101   ,台泥         ,20030901,   12.60,   13.05,   12.50,   12.85,    24143,      310173,   1.9841,   0.9481,       32721,   1.9647
1101   ,台泥         ,20030902,   13.00,   13.10,   12.80,   12.90,    18124,      234693,   0.3891,   0.7118,       32848,   0.3884
1101   ,台泥         ,20030903,   13.10,   13.10,   12.85,   12.90,    17188,      222810,   0.0000,   0.6750,       32848,   0.0000
1101   ,台泥         ,20030904,   13.00,   13.05,   12.75,   12.90,    12717,      164246,   0.0000,   0.4994,       32848,   0.0000
1101   ,台泥         ,20030905,   13.00,   13.10,   12.80,   12.85,    13476,      174490,  -0.3876,   0.5292,       32721,  -0.3884
1101   ,台泥         ,20030908,   12.60,   12.75,   12.30,   12.35,    20259,      253398,  -3.8911,   0.7956,       31447,  -3.9688
1101   ,台泥         ,20030909,   12.35,   12.45,   12.20,   12.25,    10632,      130723,  -0.8097,   0.4175,       31193,  -0.8130
1101   ,台泥         ,20030910,   12.20,   12.25,   11.80,   11.85,    12210,      145987,  -3.2653,   0.4795,       30174,  -3.3198
1101   ,台泥         ,20030912,   11.85,   12.05,   11.75,   12.00,     6542,       77920,   1.2658,   0.2569,       30556,   1.2579
1101   ,台泥         ,20030915,   12.00,   12.10,   11.90,   12.05,     3383,       40645,   0.4167,   0.1329,       30684,   0.4158
1101   ,台泥         ,20030916,   12.05,   12.30,   12.00,   12.30,     6535,       79721,   2.0747,   0.2566,       31320,   2.0535
1101   ,台泥         ,20030917,   12.45,   12.45,   12.30,   12.35,     6745,       83610,   0.4065,   0.2649,       31447,   0.4057
1101   ,台泥         ,20030918,   12.40,   12.40,   12.15,   12.25,     4430,       54319,  -0.8097,   0.1740,       31193,  -0.8130
1101   ,台泥         ,20030919,   12.40,   12.45,   12.20,   12.25,    14665,      181013,   0.0000,   0.5759,       31193,   0.0000
1101   ,台泥         ,20030922,   12.15,   12.25,   12.00,   12.15,     6924,       84142,  -0.8163,   0.2719,       30938,  -0.8197
1101   ,台泥         ,20030923,   12.15,   12.40,   12.10,   12.25,     9299,      114462,   0.8230,   0.3652,       31193,   0.8197
1101   ,台泥         ,20030924,   12.35,   12.80,   12.30,   12.80,    22365,      281000,   4.4898,   0.8783,       32593,   4.3919
1101   ,台泥         ,20030925,   12.40,   12.60,   12.40,   12.40,     7523,       93858,  -3.1250,   0.2954,       31575,  -3.1749
1101   ,台泥         ,20030926,   12.50,   12.60,   12.30,   12.30,     6532,       81115,  -0.8065,   0.2565,       31320,  -0.8097
1101   ,台泥         ,20030929,   12.30,   12.55,   12.30,   12.45,    10557,      131579,   1.2195,   0.4146,       31702,   1.2121
1101   ,台泥         ,20030930,   12.50,   12.60,   12.20,   12.25,     6640,       82221,  -1.6064,   0.2608,       31193,  -1.6195
1101   ,台泥         ,20031001,   12.20,   12.30,   12.10,   12.20,     6142,       74739,  -0.4082,   0.2412,       31066,  -0.4090
1101   ,台泥         ,20031002,   12.30,   12.45,   12.25,   12.30,     4577,       56470,   0.8197,   0.1797,       31320,   0.8163
1101   ,台泥         ,20031003,   12.40,   12.85,   12.30,   12.85,    24792,      314600,   4.4715,   0.9736,       32721,   4.3745
1101   ,台泥         ,20031006,   12.95,   13.15,   12.85,   13.00,    32749,      426137,   1.1673,   1.2861,       33103,   1.1606
1101   ,台泥         ,20031007,   13.15,   13.45,   13.00,   13.00,    35847,      474693,   0.0000,   1.4078,       33103,   0.0000
1101   ,台泥         ,20031008,   13.25,   13.40,   13.10,   13.30,    44186,      587467,   2.3077,   1.7352,       33867,   2.2815
1101   ,台泥         ,20031009,   13.50,   14.20,   13.45,   14.20,   126225,     1768787,   6.7669,   4.9570,       36158,   6.5478
1101   ,台泥         ,20031013,   14.45,   15.10,   14.40,   15.10,    73069,     1081479,   6.3380,   2.8695,       38450,   6.1453
1101   ,台泥         ,20031014,   15.30,   16.10,   15.30,   16.10,   154022,     2444168,   6.6225,   6.0486,       40996,   6.4125
1101   ,台泥         ,20031015,   16.10,   16.10,   15.50,   15.50,    57380,      906355,  -3.7267,   2.2534,       39469,  -3.7979
1101   ,台泥         ,20031016,   15.50,   16.30,   15.30,   15.90,    85454,     1355525,   2.5806,   3.3559,       40487,   2.5479
1101   ,台泥         ,20031017,   15.90,   16.30,   15.50,   16.00,    77893,     1241358,   0.6289,   3.0590,       40742,   0.6270
1101   ,台泥         ,20031020,   16.00,   17.10,   15.80,   16.90,   110765,     1830232,   5.6250,   4.3499,       43034,   5.4725
1101   ,台泥         ,20031021,   16.90,   16.90,   16.30,   16.60,    40820,      675989,  -1.7751,   1.6030,       42270,  -1.7911
1101   ,台泥         ,20031022,   16.60,   16.90,   16.40,   16.60,    38052,      633334,   0.0000,   1.4943,       42270,   0.0000
1101   ,台泥         ,20031023,   16.40,   16.50,   15.60,   15.80,    38413,      616585,  -4.8193,   1.5085,       40233,  -4.9393
1101   ,台泥         ,20031024,   15.90,   16.40,   15.90,   15.90,    37791,      611442,   0.6329,   1.4841,       40487,   0.6309
1101   ,台泥         ,20031027,   16.00,   16.70,   16.00,   16.70,    50337,      824898,   5.0314,   1.9768,       42524,   4.9090
1101   ,台泥         ,20031028,   16.70,   17.20,   16.40,   16.80,    75414,     1272581,   0.5988,   2.9616,       42779,   0.5970
1101   ,台泥         ,20031029,   17.00,   17.30,   16.60,   17.30,    80994,     1386104,   2.9762,   3.1807,       44052,   2.9328
1101   ,台泥         ,20031030,   17.30,   17.50,   17.10,   17.30,    48264,      835978,   0.0000,   1.8954,       44052,   0.0000
1101   ,台泥         ,20031031,   17.40,   17.60,   17.10,   17.10,    46790,      811300,  -1.1561,   1.8375,       43543,  -1.1628
1101   ,台泥         ,20031103,   17.10,   17.30,   16.80,   17.30,    29143,      497177,   1.1696,   1.1445,       44052,   1.1628
1101   ,台泥         ,20031104,   17.40,   17.50,   17.00,   17.00,    23238,      401313,  -1.7341,   0.9126,       43288,  -1.7493
1101   ,台泥         ,20031105,   17.20,   18.00,   17.20,   17.80,    73984,     1309034,   4.7059,   2.9054,       45325,   4.5985
1101   ,台泥         ,20031106,   17.70,   17.90,   16.60,   16.80,    54266,      944008,  -5.6180,   2.1311,       42779,  -5.7820
1101   ,台泥         ,20031107,   16.90,   16.90,   16.30,   16.80,    30048,      499778,   0.0000,   1.1800,       42779,   0.0000
1101   ,台泥         ,20031110,   16.80,   17.30,   16.70,   16.70,    31180,      530451,  -0.5952,   1.2245,       42524,  -0.5970
1101   ,台泥         ,20031111,   16.70,   16.70,   16.10,   16.20,    34119,      557811,  -2.9940,   1.3399,       41251,  -3.0397
1101   ,台泥         ,20031112,   16.20,   16.40,   15.30,   15.60,    38685,      611261,  -3.7037,   1.5192,       39723,  -3.7740
1101   ,台泥         ,20031113,   15.80,   15.80,   15.40,   15.60,    24920,      388840,   0.0000,   0.9786,       39723,   0.0000
1101   ,台泥         ,20031114,   15.50,   15.80,   15.50,   15.60,    16835,      263507,   0.0000,   0.6611,       39723,   0.0000
1101   ,台泥         ,20031117,   15.60,   16.00,   15.60,   15.70,    20631,      325347,   0.6410,   0.8102,       39978,   0.6390
1101   ,台泥         ,20031118,   15.70,   15.90,   15.00,   15.20,    20791,      318129,  -3.1847,   0.8165,       38705,  -3.2365
1101   ,台泥         ,20031119,   15.20,   15.40,   14.90,   15.20,    25639,      389152,   0.0000,   1.0069,       38705,   0.0000
1101   ,台泥         ,20031120,   15.40,   15.70,   15.30,   15.40,    24179,      375068,   1.3158,   0.9495,       39214,   1.3072
1101   ,台泥         ,20031121,   15.40,   15.60,   15.20,   15.60,    13950,      215112,   1.2987,   0.5478,       39723,   1.2903
1101   ,台泥         ,20031124,   15.70,   15.90,   15.60,   15.70,    19168,      302263,   0.6410,   0.7528,       39978,   0.6390
1101   ,台泥         ,20031125,   16.00,   16.10,   15.80,   15.80,    16196,      257491,   0.6369,   0.6360,       40233,   0.6349
1101   ,台泥         ,20031126,   15.90,   16.00,   15.50,   15.60,     8798,      138084,  -1.2658,   0.3455,       39723,  -1.2739
1101   ,台泥         ,20031127,   15.60,   15.60,   14.95,   15.00,    21733,      329029,  -3.8462,   0.8535,       38195,  -3.9221
1101   ,台泥         ,20031128,   15.20,   15.40,   15.00,   15.10,    17503,      265214,   0.6667,   0.6874,       38450,   0.6645
1101   ,台泥         ,20031201,   15.00,   15.50,   15.00,   15.50,    12516,      191847,   2.6490,   0.4915,       39469,   2.6145
1101   ,台泥         ,20031202,   15.70,   16.00,   15.60,   15.90,    35282,      558926,   2.5806,   1.3856,       40487,   2.5479
1101   ,台泥         ,20031203,   16.00,   16.20,   15.60,   15.60,    18217,      289460,  -1.8868,   0.7154,       39723,  -1.9048
1101   ,台泥         ,20031204,   15.80,   15.80,   15.60,   15.60,    10047,      157482,   0.0000,   0.3946,       39723,   0.0000
1101   ,台泥         ,20031205,   15.80,   16.00,   15.60,   15.60,    14981,      236712,   0.0000,   0.5883,       39723,   0.0000
1101   ,台泥         ,20031208,   15.50,   15.90,   15.40,   15.50,    20075,      313351,  -0.6410,   0.7884,       39469,  -0.6431
1101   ,台泥         ,20031209,   15.70,   15.70,   15.40,   15.50,     8506,      132480,   0.0000,   0.3340,       39469,   0.0000
1101   ,台泥         ,20031210,   15.60,   15.70,   15.50,   15.60,    11783,      183964,   0.6452,   0.4627,       39723,   0.6431
1101   ,台泥         ,20031211,   15.60,   16.00,   15.60,   16.00,    20158,      318936,   2.5641,   0.7916,       40742,   2.5318
1101   ,台泥         ,20031212,   16.20,   16.40,   15.80,   16.00,    47823,      774591,   0.0000,   1.8781,       40742,   0.0000
1101   ,台泥         ,20031215,   16.10,   16.20,   15.90,   16.10,    16244,      260739,   0.6250,   0.6379,       40996,   0.6231
1101   ,台泥         ,20031216,   16.10,   16.60,   16.00,   16.50,    53228,      874832,   2.4845,   2.0903,       42015,   2.4541
1101   ,台泥         ,20031217,   16.70,   16.70,   15.80,   16.10,    40371,      658060,  -2.4242,   1.5854,       40996,  -2.4541
1101   ,台泥         ,20031218,   16.20,   16.70,   16.20,   16.70,    40919,      675399,   3.7267,   1.6069,       42524,   3.6589
1101   ,台泥         ,20031219,   16.90,   16.90,   16.40,   16.50,    21168,      352353,  -1.1976,   0.8313,       42015,  -1.2048
1101   ,台泥         ,20031222,   16.60,   17.00,   16.60,   16.80,    29357,      494501,   1.8182,   1.1529,       42779,   1.8019
1101   ,台泥         ,20031223,   16.90,   17.00,   16.70,   16.90,    23657,      399540,   0.5952,   0.9290,       43034,   0.5935
1101   ,台泥         ,20031224,   17.10,   17.30,   16.90,   16.90,    40409,      692843,   0.0000,   1.5869,       43034,   0.0000
1101   ,台泥         ,20031225,   17.00,   17.00,   16.70,   16.70,    14506,      244223,  -1.1834,   0.5697,       42524,  -1.1905
1101   ,台泥         ,20031226,   16.70,   16.90,   16.70,   16.80,     8736,      146440,   0.5988,   0.3431,       42779,   0.5970
1101   ,台泥         ,20031229,   16.90,   17.10,   16.60,   16.60,    21436,      362629,  -1.1905,   0.8418,       42270,  -1.1976
1101   ,台泥         ,20031230,   16.70,   16.80,   16.40,   16.40,    17879,      294776,  -1.2048,   0.7021,       41760,  -1.2121
1101   ,台泥         ,20031231,   16.50,   16.80,   16.50,   16.70,    14260,      236938,   1.8293,   0.5600,       42524,   1.8127
1101   ,台泥         ,20040102,   16.70,   17.40,   16.70,   17.10,    41149,      704497,   2.3952,   1.6160,       43543,   2.3670
1101   ,台泥         ,20040105,   17.40,   18.20,   17.40,   18.20,    75491,     1356018,   6.4327,   2.9646,       46344,   6.2343
1101   ,台泥         ,20040106,   18.20,   18.70,   18.00,   18.40,    68124,     1250267,   1.0989,   2.6753,       46853,   1.0929
1101   ,台泥         ,20040107,   18.60,   18.70,   17.80,   18.00,    51142,      934085,  -2.1739,   2.0084,       45835,  -2.1979
1101   ,台泥         ,20040108,   18.00,   18.10,   17.40,   18.00,    32071,      569224,   0.0000,   1.2595,       45835,   0.0000
1101   ,台泥         ,20040109,   18.00,   18.20,   17.60,   17.70,    42423,      761949,  -1.6667,   1.6660,       45071,  -1.6807
1101   ,台泥         ,20040112,   17.70,   18.00,   17.70,   18.00,    16791,      299924,   1.6949,   0.6594,       45835,   1.6807
1101   ,台泥         ,20040113,   18.00,   18.20,   17.90,   18.20,    26118,      472601,   1.1111,   1.0257,       46344,   1.1050
1101   ,台泥         ,20040114,   18.20,   18.80,   18.10,   18.60,    35736,      661558,   2.1978,   1.4034,       47362,   2.1740
1101   ,台泥         ,20040115,   18.70,   18.80,   18.20,   18.20,    21209,      391630,  -2.1505,   0.8329,       46344,  -2.1740
1101   ,台泥         ,20040116,   18.40,   18.70,   18.20,   18.50,    28220,      519935,   1.6484,   1.1082,       47108,   1.6349
1101   ,台泥         ,20040127,   18.70,   19.20,   18.40,   18.90,    67234,     1267468,   2.1622,   2.6404,       48126,   2.1391
1101   ,台泥         ,20040128,   18.80,   18.90,   18.50,   18.70,    26366,      493657,  -1.0582,   1.0354,       47617,  -1.0638
1101   ,台泥         ,20040129,   18.50,   18.60,   17.80,   17.80,    32670,      591738,  -4.8128,   1.2830,       45325,  -4.9325
1101   ,台泥         ,20040130,   17.80,   18.40,   17.60,   18.40,    25794,      467611,   3.3708,   1.0130,       46853,   3.3152
1101   ,台泥         ,20040202,   18.30,   18.60,   18.10,   18.30,    23826,      437478,  -0.5435,   0.9357,       46599,  -0.5450
1101   ,台泥         ,20040203,   18.00,   18.00,   17.50,   17.80,    25133,      445408,  -2.7322,   0.9870,       45325,  -2.7703
1101   ,台泥         ,20040204,   17.80,   18.30,   17.70,   17.90,    21444,      386322,   0.5618,   0.8421,       45580,   0.5602
1101   ,台泥         ,20040205,   17.90,   18.20,   17.80,   17.90,    21508,      387049,   0.0000,   0.8446,       45580,   0.0000
1101   ,台泥         ,20040206,   18.00,   18.90,   18.00,   18.80,    52745,      978072,   5.0279,   2.0714,       47872,   4.9056
1101   ,台泥         ,20040209,   18.80,   19.00,   18.50,   18.80,    49172,      924006,   0.0000,   1.9310,       47872,   0.0000
1101   ,台泥         ,20040210,   18.90,   19.80,   18.80,   19.70,    81192,     1569078,   4.7872,   3.1885,       50164,   4.6762
1101   ,台泥         ,20040211,   19.90,   19.90,   19.10,   19.30,    44990,      875661,  -2.0305,   1.7668,       49145,  -2.0514
1101   ,台泥         ,20040212,   19.40,   19.60,   18.40,   18.70,    38283,      729564,  -3.1088,   1.5034,       47617,  -3.1582
1101   ,台泥         ,20040213,   19.00,   20.00,   18.90,   20.00,    60809,     1200960,   6.9519,   2.3880,       50927,   6.7209
