symbol,abbreviation,year_month_day,open_price,high_price,low_price,close_price,volume_1000_shares,value_1000_dollars,simple_roi_%,turnover_ratio_%,market_value_million_dollars,continuous_roi_%
1605   ,地穝         ,20000104,   20.90,   20.90,   20.80,   20.90,    42682,      891738,   6.6327,   1.4285,       62448,   6.4220
1605   ,地穝         ,20000105,   21.40,   22.30,   20.60,   22.30,   229595,     4929367,   6.6986,   7.6840,       66631,   6.4838
1605   ,地穝         ,20000106,   22.30,   22.60,   21.80,   21.80,   106207,     2352510,  -2.2422,   3.5545,       65137,  -2.2677
1605   ,地穝         ,20000107,   21.20,   23.30,   20.60,   23.20,   120574,     2653872,   6.4220,   4.0353,       69320,   6.2242
1605   ,地穝         ,20000110,   24.80,   24.80,   24.20,   24.80,   110570,     2729615,   6.8966,   3.7005,       74101,   6.6691
1605   ,地穝         ,20000111,   25.90,   25.90,   24.00,   24.10,   140779,     3506886,  -2.8226,   4.7115,       72009,  -2.8632
1605   ,地穝         ,20000112,   24.30,   24.90,   24.10,   24.30,    68631,     1683171,   0.8299,   2.2969,       72607,   0.8265
1605   ,地穝         ,20000113,   24.30,   24.50,   23.60,   23.60,    56529,     1352385,  -2.8807,   1.8919,       70515,  -2.9230
1605   ,地穝         ,20000114,   23.50,   23.90,   22.20,   22.50,    71837,     1661166,  -4.6610,   2.4042,       67229,  -4.7731
1605   ,地穝         ,20000115,   22.60,   23.90,   22.60,   23.80,    57188,     1329961,   5.7778,   1.9139,       71113,   5.6170
1605   ,地穝         ,20000117,   24.20,   24.90,   23.80,   24.10,    70796,     1726107,   1.2605,   2.3694,       72009,   1.2526
1605   ,地穝         ,20000118,   25.00,   25.20,   24.10,   24.50,    87627,     2162287,   1.6598,   2.9327,       73205,   1.6461
1605   ,地穝         ,20000119,   24.50,   24.50,   23.70,   23.70,    52964,     1277096,  -3.2653,   1.7726,       70814,  -3.3198
1605   ,地穝         ,20000120,   23.50,   24.10,   23.20,   23.60,    39891,      944485,  -0.4219,   1.3351,       70515,  -0.4228
1605   ,地穝         ,20000121,   24.00,   24.90,   23.80,   24.20,    70966,     1738390,   2.5424,   2.3751,       72308,   2.5106
1605   ,地穝         ,20000124,   24.70,   25.80,   24.50,   25.80,   119263,     3004661,   6.6116,   3.9914,       77089,   6.4022
1605   ,地穝         ,20000125,   26.00,   27.40,   25.20,   27.40,   187002,     4936052,   6.2016,   6.2585,       81870,   6.0169
1605   ,地穝         ,20000126,   27.40,   27.70,   26.50,   26.70,   125422,     3400027,  -2.5547,   4.1976,       79778,  -2.5879
1605   ,地穝         ,20000127,   26.40,   27.20,   25.20,   25.20,    92775,     2461093,  -5.6180,   3.1050,       75296,  -5.7820
1605   ,地穝         ,20000128,   25.20,   25.50,   24.70,   24.90,    67582,     1695624,  -1.1905,   2.2618,       74400,  -1.1976
1605   ,地穝         ,20000129,   24.50,   25.30,   24.40,   24.80,    51749,     1287342,  -0.4016,   1.7319,       74101,  -0.4024
1605   ,地穝         ,20000131,   24.80,   25.40,   24.80,   25.10,    56097,     1409778,   1.2097,   1.8590,       75741,   1.2024
1605   ,地穝         ,20000201,   25.50,   26.40,   25.30,   25.80,    79673,     2051906,   2.7888,   2.6403,       77854,   2.7507
1605   ,地穝         ,20000209,   26.80,   27.20,   26.00,   26.30,    82251,     2194935,   1.9380,   2.7257,       79362,   1.9194
1605   ,地穝         ,20000210,   26.30,   27.20,   26.20,   27.20,    88589,     2379280,   3.4221,   2.9357,       82078,   3.3648
1605   ,地穝         ,20000211,   27.40,   28.50,   27.40,   27.70,   134278,     3762097,   1.8382,   4.4498,       83587,   1.8215
1605   ,地穝         ,20000214,   27.60,   27.60,   25.80,   25.80,    77973,     2089998,  -6.8592,   2.5839,       77854,  -7.1058
1605   ,地穝         ,20000215,   25.80,   26.60,   25.70,   26.30,    76435,     2003619,   1.9380,   2.5330,       79362,   1.9194
1605   ,地穝         ,20000216,   26.20,   27.60,   26.20,   27.10,   116723,     3164824,   3.0418,   3.8681,       81777,   2.9965
1605   ,地穝         ,20000217,   27.30,   28.90,   27.30,   28.90,   140591,     3991324,   6.6421,   4.6590,       87208,   6.4308
1605   ,地穝         ,20000218,   29.70,   30.80,   28.00,   28.40,   246184,     7243016,  -1.7301,   8.1583,       85699,  -1.7452
1605   ,地穝         ,20000219,   28.40,   30.30,   28.00,   30.30,   216191,     6360454,   6.6901,   7.1643,       91433,   6.4759
1605   ,地穝         ,20000221,   31.30,   31.70,   29.80,   30.10,   257632,     7915765,  -0.6601,   8.5376,       90829,  -0.6623
1605   ,地穝         ,20000222,   30.70,   30.70,   28.00,   28.20,   116522,     3375848,  -6.3123,   3.8614,       85096,  -6.5203
1605   ,地穝         ,20000223,   29.40,   30.10,   29.20,   30.10,   142279,     4248894,   6.7376,   4.7150,       90829,   6.5203
1605   ,地穝         ,20000224,   32.20,   32.20,   30.60,   31.00,   283321,     8961021,   2.9900,   9.3889,       93545,   2.9462
1605   ,地穝         ,20000225,   30.60,   30.80,   28.90,   28.90,    93365,     2770452,  -6.7742,   3.0940,       87208,  -7.0146
1605   ,地穝         ,20000229,   28.90,   29.50,   27.80,   27.90,    88771,     2553645,  -3.4602,   2.9418,       84191,  -3.5215
1605   ,地穝         ,20000301,   28.80,   29.80,   28.50,   29.80,   122500,     3588726,   6.8100,   4.0595,       89924,   6.5882
1605   ,地穝         ,20000302,   29.80,   29.80,   28.80,   28.80,    64583,     1894119,  -3.3557,   2.1402,       86906,  -3.4133
1605   ,地穝         ,20000303,   29.00,   30.50,   29.00,   30.20,   116500,     3495555,   4.8611,   3.8607,       91131,   4.7467
1605   ,地穝         ,20000304,   30.60,   30.80,   29.10,   29.30,    79797,     2387193,  -2.9801,   2.6444,       88415,  -3.0254
1605   ,地穝         ,20000306,   29.00,   29.20,   28.00,   28.50,    51048,     1458205,  -2.7304,   1.6917,       86001,  -2.7683
1605   ,地穝         ,20000307,   28.50,   29.70,   28.50,   29.10,    93988,     2749441,   2.1053,   3.1147,       87812,   2.0834
1605   ,地穝         ,20000308,   29.30,   29.60,   28.60,   28.60,    56037,     1635788,  -1.7182,   1.8570,       86303,  -1.7331
1605   ,地穝         ,20000309,   29.00,   30.00,   29.00,   29.10,    93257,     2753423,   1.7483,   3.0904,       87812,   1.7331
1605   ,地穝         ,20000310,   29.50,   29.80,   28.80,   28.80,    79198,     2314262,  -1.0309,   2.6245,       86906,  -1.0363
1605   ,地穝         ,20000313,   28.50,   28.50,   26.80,   26.80,    32393,      877936,  -6.9444,   1.0735,       80871,  -7.1973
1605   ,地穝         ,20000314,   25.80,   26.90,   25.30,   25.80,    58301,     1527426,  -3.7313,   1.9320,       77854,  -3.8027
1605   ,地穝         ,20000315,   25.60,   26.40,   24.50,   24.60,    58763,     1502236,  -4.6512,   1.9473,       74233,  -4.7628
