證券代碼,簡稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％
2308   ,台達電       ,19980103,  131.00,  131.00,  126.50,  127.00,     4423,      569019,  -2.3077
2308   ,台達電       ,19980105,  127.00,  127.50,  121.50,  121.50,     6945,      858364,  -4.3307
2308   ,台達電       ,19980106,  121.00,  124.00,  119.00,  123.00,    10337,     1258166,   1.2346
2308   ,台達電       ,19980107,  122.50,  124.00,  120.00,  120.50,     5843,      710837,  -2.0325
2308   ,台達電       ,19980108,  120.00,  123.50,  120.00,  121.00,     5482,      666811,   0.4149
2308   ,台達電       ,19980109,  121.50,  121.50,  114.00,  118.50,    13758,     1616139,  -2.0661
2308   ,台達電       ,19980112,  113.50,  115.00,  110.50,  110.50,     7741,      868457,  -6.7511
2308   ,台達電       ,19980113,  111.00,  112.50,  107.00,  107.50,    11976,     1312126,  -2.7149
2308   ,台達電       ,19980114,  112.00,  115.00,  110.00,  115.00,     5386,      607805,   6.9767
2308   ,台達電       ,19980115,  118.00,  123.00,  117.00,  120.50,    16314,     1952576,   4.7826
2308   ,台達電       ,19980116,  120.00,  126.00,  118.50,  121.00,    20090,     2450476,   0.4149
2308   ,台達電       ,19980117,  123.00,  125.50,  122.50,  123.00,     8069,     1001204,   1.6529
2308   ,台達電       ,19980119,  125.00,  129.00,  124.00,  127.00,    14028,     1779191,   3.2520
2308   ,台達電       ,19980120,  126.00,  134.00,  126.00,  132.50,    17841,     2314958,   4.3307
2308   ,台達電       ,19980121,  135.50,  140.50,  133.50,  135.00,    19491,     2666175,   1.8868
2308   ,台達電       ,19980122,  136.00,  143.00,  133.00,  142.00,    14299,     1983146,   5.1852
2308   ,台達電       ,19980202,  148.00,  151.00,  146.00,  151.00,    13835,     2067256,   6.3380
2308   ,台達電       ,19980203,  156.00,  160.00,  154.00,  155.00,    19318,     3031304,   2.6490
2308   ,台達電       ,19980204,  156.00,  163.00,  153.00,  163.00,    24536,     3875745,   5.1613
2308   ,台達電       ,19980205,  162.00,  171.00,  161.00,  168.00,    18508,     3069867,   3.0675
2308   ,台達電       ,19980206,  166.00,  170.00,  157.00,  158.00,    15781,     2557657,  -5.9524
2308   ,台達電       ,19980207,  161.00,  165.00,  158.00,  163.00,    12556,     2034408,   3.1646
2308   ,台達電       ,19980209,  163.00,  165.00,  155.00,  155.00,    12763,     2047362,  -4.9080
2308   ,台達電       ,19980210,  154.00,  159.00,  154.00,  157.00,    10364,     1623025,   1.2903
2308   ,台達電       ,19980211,  163.00,  166.00,  160.00,  164.00,    16371,     2678126,   4.4586
2308   ,台達電       ,19980212,  166.00,  168.00,  161.00,  166.00,    18181,     2994476,   1.2195
2308   ,台達電       ,19980213,  168.00,  172.00,  162.00,  162.00,    42822,     7168529,  -2.4096
2308   ,台達電       ,19980216,  156.00,  162.00,  156.00,  162.00,    15868,     2520696,   0.0000
2308   ,台達電       ,19980217,  160.00,  167.00,  159.00,  164.00,    15898,     2605848,   1.2346
