transDate,openPrice,highestPrice,lowestPrice,closePrice,volume,value,adjROI
20020509,16.7,16.8,16,16.3,40054,656847,-1.8072
20020510,16.4,16.7,16.3,16.5,21478,353891,1.227
20020513,16.4,16.4,16,16.1,13095,212240,-2.4242
20020514,16.2,16.3,15.5,15.6,15741,251494,-3.1056
20020515,15.7,16,15.6,15.7,13699,215997,0.641
20020516,15.8,16.1,15.7,15.8,16097,255440,0.6369
20020517,15.9,16.2,15.8,15.9,20354,325532,0.6329
20020520,15.9,15.9,14.8,14.8,16249,246711,-6.9182
20020521,15,15,14.45,14.7,18001,265469,-0.6757
20020522,14.8,15.2,14.8,15,12084,181345,2.0408
20020523,15,15.5,15,15.4,10581,161538,2.6667
20020524,15.5,15.9,15.4,15.6,12207,191613,1.2987
20020527,15.6,15.7,15.2,15.6,11183,173412,0
20020528,15.6,15.7,15.2,15.2,9235,142188,-2.5641
20020529,15.3,15.4,15.1,15.4,10169,155145,1.3158
20020530,15.4,16,15.4,16,21805,342659,3.8961
20020531,15.8,15.9,15.2,15.9,18363,285264,-0.625
20020603,15.6,15.6,14.95,15.4,10592,160674,-3.1447
20020604,15,15.3,15,15.1,7283,109970,-1.9481
20020605,15.2,15.4,15.1,15.2,7470,113918,0.6623
20020606,15.3,15.4,15.2,15.3,6489,99260,0.6579
20020607,15.1,15.6,15,15.3,19343,296199,0
20020610,15.4,15.5,15.2,15.2,15620,240083,-0.6536
20020611,15.3,15.6,15.2,15.3,10241,157338,0.6579
20020612,15.3,15.3,15.1,15.2,7046,107320,-0.6536
20020613,15.2,15.8,15.2,15.6,26179,408065,2.6316
20020614,15.6,16.2,15.6,15.9,40974,652126,1.9231
20020617,16,16,15.6,15.6,37451,593919,-1.8868
20020618,15.7,15.8,15.1,15.1,19163,295317,-3.2051
20020619,15.1,15.2,14.65,14.75,18711,278811,-2.3179
20020620,14.6,15.1,14.6,15,16728,248860,1.6949
20020621,14.85,15.1,14.8,14.95,10080,150864,-0.3333
20020624,14.95,15.1,14.75,14.75,8352,124309,-1.3378
20020625,14.85,14.95,14.3,14.35,14409,209976,-2.7119
20020626,14.4,14.5,13.8,14.1,21643,305869,-1.7422
20020627,14.15,14.35,13.9,13.95,10380,145741,-1.0638
20020628,14.15,14.7,14,14.6,17787,255401,4.6595
20020701,14.55,14.6,13.9,14,13492,191324,-4.1096
20020702,14.5,14.5,14.25,14.5,10353,148911,3.5714
20020703,14.4,14.6,14.1,14.5,9311,134351,0
20020704,14.5,14.55,14.3,14.45,7853,113336,-0.3448
20020705,14.5,14.5,14.1,14.25,11156,158889,-1.3841
20020708,14.3,14.7,14.2,14.6,15894,230401,2.4561
20020709,14.6,14.7,14.5,14.6,8169,119320,0
20020710,14.6,14.75,14.5,14.6,7184,105179,0
20020711,14.5,14.6,14.2,14.3,5377,77631,-2.0548
20020712,14.5,14.55,14.35,14.45,5331,77129,1.049
20020715,14.4,14.45,14.1,14.45,15554,222058,0
20020716,14.4,14.55,14.25,14.4,14210,204582,-0.346
20020717,14.35,14.5,14.2,14.2,8635,123356,-1.3889
20020718,14.2,14.5,14.2,14.5,9137,131519,2.1127
20020719,14.4,14.5,14.35,14.4,4274,61649,-0.6897
20020722,14.3,14.3,13.8,13.8,11769,164354,-4.1667
20020723,13.85,13.95,13.5,13.95,15333,211252,1.087
20020724,13.85,14.1,13.8,14.1,11132,154772,1.0753
20020725,14.2,14.45,14.2,14.45,13903,199982,2.4823
20020726,14.3,14.55,14,14,12335,175545,-3.1142
20020729,14.05,14.45,14.05,14.45,9805,140837,3.2143
20020730,14.6,14.9,14.5,14.75,22375,329022,2.0761
20020731,14.8,14.8,14.5,14.6,10262,149987,-1.0169
20020801,14.6,14.8,14.45,14.65,6272,92200,0.3425
20020802,14.5,14.6,14.4,14.55,3068,44493,-0.6826
20020805,14.05,14.2,13.55,13.55,16138,221983,-6.8729
20020806,13.5,13.75,13.45,13.5,6581,89262,-0.369
20020807,13.9,13.9,13.65,13.7,9924,136524,1.4815
20020808,13.7,13.8,13.5,13.8,9249,126227,0.7299
20020809,14.1,14.75,14,14.65,20828,301576,6.1594
20020812,14.85,15.6,14.75,15.6,39882,614754,6.4846
20020813,15.7,16,15.4,15.9,46956,739823,1.9231
20020814,15.8,16.1,15.5,15.9,39240,622625,0
20020815,16.1,16.2,15.6,15.9,16288,258569,0
20020816,15.9,16,14.9,14.95,21272,325674,-5.9748
20020819,15,15,14.5,14.5,10689,156336,-3.01
